Policy,Indicator,score,rank
C6_Stay at home requirements,Proportion of seats held by women in national parliaments (%),0.01287167068984437,17
C6_Stay at home requirements,Human Development Index,0.01279465286686918,18
C6_Stay at home requirements,Fixed broadband subscriptions,0.012733981153182406,19
C6_Stay at home requirements,"Electricity production from oil, gas and coal sources",0.012706490686260542,20
C6_Stay at home requirements,COVID-19 vaccine administered,0.012439959383655316,21
C6_Stay at home requirements,"Incidence of tuberculosis (per 100,000 people)",0.01226694879932391,22
C6_Stay at home requirements,Prevalence of chronic kidney disease,0.011911159037577055,23
C6_Stay at home requirements,Electricity production from nuclear sources ,0.011695825424795279,24
C6_Stay at home requirements,"Trade, total as % of GDP",0.011570820835399174,25
C6_Stay at home requirements,Renewable energy consumption ,0.011458516886054296,26
C6_Stay at home requirements,Volume of exports,0.011443647634935815,27
C6_Stay at home requirements,CO2 emissions (kt),0.011302511261500114,28
C6_Stay at home requirements,"Nurses and midwives (per 1,000 people)",0.011289475158565734,29
C6_Stay at home requirements,Prevalence of obesity,0.011281832122518735,30
C6_Stay at home requirements,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",0.011130829522762347,31
C6_Stay at home requirements,Net migration,0.01110167801245313,32
C6_Stay at home requirements,Prevalence of Respiratory infections and tuberculosis,0.011081324635937488,33
C6_Stay at home requirements,"Physicians (per 1,000 people)",0.011004738651382651,34
C6_Stay at home requirements,"Energy imports, net ",0.010921694429368923,35
C6_Stay at home requirements,Energy use ,0.01090110994231419,36
C6_Stay at home requirements,Press freedom score,0.01085277032822775,37
C6_Stay at home requirements,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),0.01082753097113676,38
C6_Stay at home requirements,"Immunization, DPT (% of children ages 12-23 months)",0.010810272544463309,39
C6_Stay at home requirements,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),0.010798025003229877,40
C6_Stay at home requirements,"Primary completion rate, total (% of relevant age group)",0.010679612217828234,41
C6_Stay at home requirements,Prevalence of Hypertensive heart disease,0.010427307841648746,42
C6_Stay at home requirements,Prevalence of Depressive disorders,0.010363453872023998,43
C6_Stay at home requirements,Electricity production from oil sources,0.010266166414530244,44
C6_Stay at home requirements,Fossil fuel energy consumption,0.010050734011012911,45
C6_Stay at home requirements,"Electricity production from renewable sources, excluding hydroelectric",0.0099516404517238,46
C6_Stay at home requirements,Regulatory quality estimate,0.009738976096017607,47
C6_Stay at home requirements,Control of corruption estimate,0.009711104258199965,48
C6_Stay at home requirements,"Intentional homicides (per 100,000 people)",0.009704994335293211,49
C6_Stay at home requirements,"Adjusted net savings, including particulate emission damage",0.009676247127401026,50
C6_Stay at home requirements,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",0.009663934260280147,51
C6_Stay at home requirements,Unemployment rate (%) - Annual,0.009646056333084138,52
C6_Stay at home requirements,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0.009530129865425062,53
C6_Stay at home requirements,Electricity production from coal sources ,0.009468564882310232,54
C6_Stay at home requirements,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",0.009401925778290191,55
C6_Stay at home requirements,"Prevalence of HIV, total (% of population ages 15-49)",0.009345306729966453,56
C6_Stay at home requirements,Gini index (World Bank estimate),0.0093318503008029,57
C6_Stay at home requirements,Employment in services (% of total employment) (modeled ILO estimate),0.009267698243355828,58
C6_Stay at home requirements,Age dependency ratio (% of working-age population),0.009137862854140373,59
C6_Stay at home requirements,"Immunization, measles (% of children ages 12-23 months)",0.009115202772827354,60
C6_Stay at home requirements,Volume of imports,0.009075364830699352,61
C6_Stay at home requirements,People using at least basic sanitation services (% of population),0.009066143003828022,62
C6_Stay at home requirements,Energy use (kg of oil equivalent per capita),0.008934440065384675,63
C6_Stay at home requirements,Coverage of social safety net programs (% of population),0.008790338364379568,64
C6_Stay at home requirements,Rule of law estimate ,0.008674111825974225,65
C6_Stay at home requirements,"Age dependency ratio, old (% of working-age population)",0.008608352864244514,66
C6_Stay at home requirements,Prevalence of Diabetes,0.008599258811814163,67
C6_Stay at home requirements,Voice and accountability estimate,0.008565626593553805,68
C6_Stay at home requirements,Growth rates of household expenditure or income per capita (%),0.008369436301198794,69
C6_Stay at home requirements,Combustible renewables and waste,0.008349071481279852,70
C6_Stay at home requirements,"Population, total",0.008263735456596675,71
C6_Stay at home requirements,Prevalence of total cancers,0.008131333333036622,72
C6_Stay at home requirements,Access to electricity ,0.00811955112093983,73
C6_Stay at home requirements,Urban population (% of total population),0.008110374350301737,74
C6_Stay at home requirements,"Prevalence of overweight (modeled estimate, % of children under 5)",0.00771075733192178,75
C6_Stay at home requirements,Prevalence of anxiety disorders,0.0075173611536171496,76
C6_Stay at home requirements,Fixed telephone subscriptions,0.007388962943714734,77
C6_Stay at home requirements,Prevalence of down syndrome,0.007245137842611381,78
C6_Stay at home requirements,Rural population (% of total population),0.007120035145772736,79
C6_Stay at home requirements,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",0.007075409467040139,80
C6_Stay at home requirements,"Lending interest rates, percent per annum",0.006877177661665043,81
C6_Stay at home requirements,Progression to secondary school (%),0.006855374460260624,82
C6_Stay at home requirements,Political stability and absence of violence/terrorism estimate,0.006683231065256333,83
C6_Stay at home requirements,"Net migration rate, per 1000 population",0.006529255285004598,84
C6_Stay at home requirements,Stock market capitalization (US$ million),0.006528522730384659,85
C6_Stay at home requirements,Women who believe a husband is justified in beating his wife (any of five reasons) (%),0.006398393460314863,86
C6_Stay at home requirements,Coverage of unemployment benefits and ALMP (% of population),0.00636457077187596,87
C6_Stay at home requirements,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0.006226786782473975,88
C6_Stay at home requirements,Expenditure on education (% of GDP),0.006040329433760943,89
C6_Stay at home requirements,Expenditure on health (% of GDP),0.006013030131615633,90
C6_Stay at home requirements,Expenditure on social protection (% of GDP),0.005856626002993781,91
C6_Stay at home requirements,Fixed telephone (per 100 people),0.005831469530675159,92
C6_Stay at home requirements,Hospital beds (per 10 000 population),0.005785842058269885,93
C6_Stay at home requirements,"International tourism, receipts",0.005649139294823165,94
C6_Stay at home requirements,Internet users (per 100 people),0.005350095816492256,95
C6_Stay at home requirements,Starting a Business (Score),0.005313139562617274,96
C6_Stay at home requirements,Proportion of people living below 50 percent of median income (%),0.005283228335638399,97
C6_Stay at home requirements,Age dependency ratio,0.005219437521785393,98
C6_Stay at home requirements,"Literacy rate, adult total (% of people ages 15 and above)",0.004989978771513219,99
C6_Stay at home requirements,Mobile cellular (per 100 people),0.0048885948430573475,100
C6_Stay at home requirements,Refugee population by country or territory of asylum,0.004748732782561701,101
C6_Stay at home requirements,People using safely managed drinking water services (% of population),0.004067543584995491,102
C6_Stay at home requirements,People with basic handwashing facilities including soap and water (% of population),0.002954078128111916,103
C6_Stay at home requirements,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.0013848423360757107,104
C6_Stay at home requirements,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",0.0,105
C7_Restrictions on internal movement,Individuals using the Internet,0.019547384692590493,1
C7_Restrictions on internal movement,Corruption Perceptions Index,0.016500652415979183,2
C7_Restrictions on internal movement,Prevalence of COVID-19,0.016093706548049022,3
C7_Restrictions on internal movement,Stock market capitalization (US$ million),0.015515024815083742,4
C7_Restrictions on internal movement,Secure Internet servers ,0.015512185547394933,5
C7_Restrictions on internal movement,Mobile cellular subscriptions,0.015225103216236973,6
C7_Restrictions on internal movement,Mortality due to COVID-19,0.015139516589139737,7
C7_Restrictions on internal movement,Proportion of women in managerial positions (%),0.015025610149901432,8
C7_Restrictions on internal movement,Energy use ,0.014985138818646935,9
C7_Restrictions on internal movement,Volume of imports,0.01491492339682435,10
C7_Restrictions on internal movement,"Physicians (per 1,000 people)",0.014856423001780902,11
C7_Restrictions on internal movement,Summary exposure value tobacco,0.014272665936654539,12
C7_Restrictions on internal movement,"PM2.5 air pollution, mean annual exposure",0.014124324962377848,13
C7_Restrictions on internal movement,Fixed telephone subscriptions,0.014098403548564498,14
C7_Restrictions on internal movement,"Electricity production from renewable sources, excluding hydroelectric",0.013914879609807106,15
C7_Restrictions on internal movement,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.013704413316566537,16
C7_Restrictions on internal movement,Human Development Index,0.013457186550927872,17
C7_Restrictions on internal movement,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",0.013260843403705046,18
C7_Restrictions on internal movement,Political stability and absence of violence/terrorism estimate,0.013250878012643326,19
C7_Restrictions on internal movement,Prevalence of chronic kidney disease,0.013245256235532991,20
C7_Restrictions on internal movement,"Immunization, measles (% of children ages 12-23 months)",0.012862342870528719,21
C7_Restrictions on internal movement,Net migration,0.012849661646471163,22
C7_Restrictions on internal movement,Electric power consumption ,0.01261924039010431,23
C7_Restrictions on internal movement,"Central government debt, total",0.012531192755998772,24
C7_Restrictions on internal movement,Gini index (World Bank estimate),0.012359322861528708,25
C7_Restrictions on internal movement,"Trade, total as % of GDP",0.012224015446507055,26
C7_Restrictions on internal movement,Prevalence of Depressive disorders,0.012153006418546466,27
C7_Restrictions on internal movement,Control of corruption estimate,0.012050497718018978,28
C7_Restrictions on internal movement,Serious assault (rate),0.011953398568813169,29
C7_Restrictions on internal movement,Electricity production from nuclear sources ,0.011908649983930916,30
C7_Restrictions on internal movement,Proportion of people living below 50 percent of median income (%),0.011879806486049806,31
C7_Restrictions on internal movement,"Adjusted net savings, including particulate emission damage",0.011739960778534266,32
C7_Restrictions on internal movement,Proportion of seats held by women in national parliaments (%),0.011674226604773057,33
C7_Restrictions on internal movement,Rule of law estimate ,0.011627304977261943,34
C7_Restrictions on internal movement,Renewable energy consumption ,0.01156367922214254,35
C7_Restrictions on internal movement,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",0.011421139466801173,36
C7_Restrictions on internal movement,"Nurses and midwives (per 1,000 people)",0.011386011726383915,37
C7_Restrictions on internal movement,Press freedom score,0.011380951571587607,38
C7_Restrictions on internal movement,Prevalence of anxiety disorders,0.011280396501385043,39
C7_Restrictions on internal movement,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0.01126739990903514,40
C7_Restrictions on internal movement,"Intentional homicides (per 100,000 people)",0.01117508073368077,41
C7_Restrictions on internal movement,CO2 emissions (kt),0.011030532092554599,42
C7_Restrictions on internal movement,Combustible renewables and waste,0.010968427584063783,43
C7_Restrictions on internal movement,Prevalence of down syndrome,0.010868863460300996,44
C7_Restrictions on internal movement,Energy use (kg of oil equivalent per capita),0.010844144086601408,45
C7_Restrictions on internal movement,"Literacy rate, adult total (% of people ages 15 and above)",0.010644253864673374,46
C7_Restrictions on internal movement,Urban population (% of total population),0.010431552170216329,47
C7_Restrictions on internal movement,"Prevalence of overweight (modeled estimate, % of children under 5)",0.010400353081889564,48
C7_Restrictions on internal movement,Prevalence of Diabetes,0.010368860114747696,49
C7_Restrictions on internal movement,"Primary completion rate, total (% of relevant age group)",0.010355299480527332,50
C7_Restrictions on internal movement,Government effectiveness estimate,0.010264839680410967,51
C7_Restrictions on internal movement,CO2 emissions (metric tons per capita),0.010167569786450078,52
C7_Restrictions on internal movement,Age dependency ratio (% of working-age population),0.010062986140893525,53
C7_Restrictions on internal movement,"Incidence of tuberculosis (per 100,000 people)",0.010057286696775653,54
C7_Restrictions on internal movement,Hospital beds (per 10 000 population),0.010039596394801566,55
C7_Restrictions on internal movement,Voice and accountability estimate,0.009787475017618518,56
C7_Restrictions on internal movement,Electricity production from coal sources ,0.009710543009398949,57
C7_Restrictions on internal movement,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),0.009688490459256563,58
C7_Restrictions on internal movement,"Immunization, DPT (% of children ages 12-23 months)",0.009634716123047421,59
C7_Restrictions on internal movement,Prevalence of obesity,0.009375641099522566,60
C7_Restrictions on internal movement,Volume of exports,0.009209374391620078,61
C7_Restrictions on internal movement,Fossil fuel energy consumption,0.009161343650633194,62
C7_Restrictions on internal movement,Employment in services (% of total employment) (modeled ILO estimate),0.009043826784390053,63
C7_Restrictions on internal movement,People using safely managed drinking water services (% of population),0.00904040611569041,64
C7_Restrictions on internal movement,Fixed broadband subscriptions,0.008750453898137068,65
C7_Restrictions on internal movement,People using at least basic sanitation services (% of population),0.008671482560156228,66
C7_Restrictions on internal movement,Access to electricity ,0.008404551764633953,67
C7_Restrictions on internal movement,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),0.008346139396597091,68
C7_Restrictions on internal movement,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",0.008239435908026163,69
C7_Restrictions on internal movement,Expenditure on health (% of GDP),0.007840606160842856,70
C7_Restrictions on internal movement,Prevalence of Hypertensive heart disease,0.007820698481243596,71
C7_Restrictions on internal movement,"Energy imports, net ",0.007643271093355922,72
C7_Restrictions on internal movement,Prevalence of total cancers,0.0076350841049616655,73
C7_Restrictions on internal movement,"Age dependency ratio, old (% of working-age population)",0.0074864407781042265,74
C7_Restrictions on internal movement,Internet users (per 100 people),0.007014382643705256,75
C7_Restrictions on internal movement,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",0.006974173867374798,76
C7_Restrictions on internal movement,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",0.006945052349745415,77
C7_Restrictions on internal movement,Women who believe a husband is justified in beating his wife (any of five reasons) (%),0.0069076427968994625,78
C7_Restrictions on internal movement,Regulatory quality estimate,0.006867970787299871,79
C7_Restrictions on internal movement,Prevalence of Respiratory infections and tuberculosis,0.006867113191749994,80
C7_Restrictions on internal movement,"Prevalence of HIV, total (% of population ages 15-49)",0.006725720830705531,81
C7_Restrictions on internal movement,"Lending interest rates, percent per annum",0.006584223797118921,82
C7_Restrictions on internal movement,Progression to secondary school (%),0.006448137981676585,83
C7_Restrictions on internal movement,Rural population (% of total population),0.006236616875353734,84
C7_Restrictions on internal movement,Mobile cellular (per 100 people),0.006220616505187538,85
C7_Restrictions on internal movement,Expenditure on education (% of GDP),0.006203247108190064,86
C7_Restrictions on internal movement,"Population, total",0.006109599681528982,87
C7_Restrictions on internal movement,COVID-19 vaccine administered,0.005973524517637024,88
C7_Restrictions on internal movement,Coverage of social safety net programs (% of population),0.005859068332636816,89
C7_Restrictions on internal movement,Coverage of unemployment benefits and ALMP (% of population),0.005083423845678182,90
C7_Restrictions on internal movement,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0.004088105728334483,91
C7_Restrictions on internal movement,Electricity production from oil sources,0.004006043735917439,92
C7_Restrictions on internal movement,Unemployment rate (%) - Annual,0.003988207214466797,93
C7_Restrictions on internal movement,"Electricity production from oil, gas and coal sources",0.0037567778906976183,94
C7_Restrictions on internal movement,Age dependency ratio,0.0034662794190572443,95
C7_Restrictions on internal movement,"International tourism, receipts",0.0031465500946400247,96
C7_Restrictions on internal movement,Starting a Business (Score),0.002979086663713206,97
C7_Restrictions on internal movement,"Net migration rate, per 1000 population",0.002862891143075289,98
C7_Restrictions on internal movement,Fixed telephone (per 100 people),0.002861773072817334,99
C7_Restrictions on internal movement,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.0021611182781096105,100
C7_Restrictions on internal movement,"Foreign direct investment, net",0.001575110671867606,101
C7_Restrictions on internal movement,Growth rates of household expenditure or income per capita (%),0.0014984585599641645,102
C7_Restrictions on internal movement,People with basic handwashing facilities including soap and water (% of population),0.0011334715651287492,103
C7_Restrictions on internal movement,Refugee population by country or territory of asylum,0.0009092580110878274,104
C7_Restrictions on internal movement,Expenditure on social protection (% of GDP),0.0,105
C8_International travel controls,Individuals using the Internet,0.01671154488509101,1
C8_International travel controls,Corruption Perceptions Index,0.016163557189882542,2
C8_International travel controls,Prevalence of COVID-19,0.01614591589119961,3
C8_International travel controls,"Foreign direct investment, net",0.015583555136355046,4
C8_International travel controls,Prevalence of Respiratory infections and tuberculosis,0.015524515446105667,5
C8_International travel controls,Prevalence of Hypertensive heart disease,0.015520232488283905,6
C8_International travel controls,Prevalence of down syndrome,0.01534679990143817,7
C8_International travel controls,Fixed broadband subscriptions,0.015290634874161936,8
C8_International travel controls,Press freedom score,0.014966534158228528,9
C8_International travel controls,Prevalence of anxiety disorders,0.014720038550209162,10
C8_International travel controls,Summary exposure value tobacco,0.014717463371714366,11
C8_International travel controls,"Adjusted net savings, including particulate emission damage",0.014197493623087065,12
C8_International travel controls,Proportion of seats held by women in national parliaments (%),0.013217900980739768,13
C8_International travel controls,Prevalence of total cancers,0.013212110438248197,14
C8_International travel controls,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0.01309439467807156,15
C8_International travel controls,Volume of imports,0.012780880778425869,16
C8_International travel controls,Proportion of women in managerial positions (%),0.012718038309555783,17
C8_International travel controls,Electricity production from nuclear sources ,0.012659604070372926,18
C8_International travel controls,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",0.012423222862920653,19
C8_International travel controls,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.012333876055257813,20
C8_International travel controls,Human Development Index,0.012090977431837551,21
C8_International travel controls,"Energy imports, net ",0.012045402032126661,22
C8_International travel controls,"PM2.5 air pollution, mean annual exposure",0.011920506160481147,23
C8_International travel controls,Government effectiveness estimate,0.011913404964197342,24
C8_International travel controls,Net migration,0.011870211420368057,25
C8_International travel controls,"Trade, total as % of GDP",0.011817269091050821,26
C8_International travel controls,Employment in services (% of total employment) (modeled ILO estimate),0.011809499028565719,27
C8_International travel controls,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),0.01166412625186958,28
C8_International travel controls,"Central government debt, total",0.011629566680984308,29
C8_International travel controls,CO2 emissions (metric tons per capita),0.011622658126073694,30
C8_International travel controls,Gini index (World Bank estimate),0.011605958352295961,31
C8_International travel controls,Rural population (% of total population),0.011516677500089618,32
C8_International travel controls,Fixed telephone subscriptions,0.011388435543806424,33
C8_International travel controls,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",0.01122364779680426,34
C8_International travel controls,"Electricity production from renewable sources, excluding hydroelectric",0.011190512646618352,35
C8_International travel controls,CO2 emissions (kt),0.010832813560936913,36
C8_International travel controls,"Physicians (per 1,000 people)",0.010775404605121925,37
C8_International travel controls,"Immunization, measles (% of children ages 12-23 months)",0.010758604827888039,38
C8_International travel controls,"Prevalence of HIV, total (% of population ages 15-49)",0.010758118007904806,39
C8_International travel controls,Electric power consumption ,0.010731901961224512,40
C8_International travel controls,Prevalence of Diabetes,0.010651829808448893,41
C8_International travel controls,Prevalence of obesity,0.010613051220427902,42
C8_International travel controls,Unemployment rate (%) - Annual,0.010596567502270105,43
C8_International travel controls,"Immunization, DPT (% of children ages 12-23 months)",0.010575813455529453,44
C8_International travel controls,Renewable energy consumption ,0.010297404451449275,45
C8_International travel controls,Control of corruption estimate,0.010136786493129681,46
C8_International travel controls,Political stability and absence of violence/terrorism estimate,0.010043626026642057,47
C8_International travel controls,Energy use (kg of oil equivalent per capita),0.010012155970997926,48
C8_International travel controls,"Prevalence of overweight (modeled estimate, % of children under 5)",0.009953588987914675,49
C8_International travel controls,"Age dependency ratio, old (% of working-age population)",0.0098650287640548,50
C8_International travel controls,Prevalence of Depressive disorders,0.00960988206072037,51
C8_International travel controls,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),0.009538233109190055,52
C8_International travel controls,Regulatory quality estimate,0.009438474225643432,53
C8_International travel controls,Prevalence of chronic kidney disease,0.009313052257734558,54
C8_International travel controls,Voice and accountability estimate,0.00915483539037373,55
C8_International travel controls,"Population, total",0.009055048271248048,56
C8_International travel controls,Rule of law estimate ,0.008998379190723124,57
C8_International travel controls,Proportion of people living below 50 percent of median income (%),0.008944849824298986,58
C8_International travel controls,Energy use ,0.008935993416143912,59
C8_International travel controls,Proportion of population pushed below the $1.90 ($ 2011 PPP) poverty line by out-of-pocket health care expenditure (%),0.008908338645136302,60
C8_International travel controls,Fixed telephone (per 100 people),0.008780692503602418,61
C8_International travel controls,"Nurses and midwives (per 1,000 people)",0.008777582577723082,62
C8_International travel controls,Fossil fuel energy consumption,0.008617405862474826,63
C8_International travel controls,"Educational attainment, at least Bachelor's or equivalent, population 25+, total (%) (cumulative)",0.008572907547060825,64
C8_International travel controls,Electricity production from oil sources,0.008542425179419017,65
C8_International travel controls,Mobile cellular subscriptions,0.008313623556999935,66
C8_International travel controls,Age dependency ratio (% of working-age population),0.007938609480159422,67
C8_International travel controls,Serious assault (rate),0.007755083172258835,68
C8_International travel controls,Combustible renewables and waste,0.0077325266942920665,69
C8_International travel controls,Refugee population by country or territory of asylum,0.007701750857494227,70
C8_International travel controls,Electricity production from coal sources ,0.007684147102575987,71
C8_International travel controls,Progression to secondary school (%),0.007534212448996068,72
C8_International travel controls,Volume of exports,0.0074433637847007884,73
C8_International travel controls,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",0.007349760925672487,74
C8_International travel controls,Mortality due to COVID-19,0.007293247047530207,75
C8_International travel controls,"Intentional homicides (per 100,000 people)",0.007258674176314684,76
C8_International travel controls,Access to electricity ,0.007191370475667159,77
C8_International travel controls,Urban population (% of total population),0.0071069767442592845,78
C8_International travel controls,"Prevalence of stunting, height for age (modeled estimate, % of children under 5)",0.007044627526828983,79
C8_International travel controls,Expenditure on education (% of GDP),0.006985451115339897,80
C8_International travel controls,Secure Internet servers ,0.006877083597456061,81
C8_International travel controls,"Electricity production from oil, gas and coal sources",0.006813661043311167,82
C8_International travel controls,People with basic handwashing facilities including soap and water (% of population),0.006733257367612635,83
C8_International travel controls,"Incidence of tuberculosis (per 100,000 people)",0.006729113162031246,84
C8_International travel controls,"CPIA transparency, accountability, and corruption in the public sector rating (1=low to 6=high)",0.006722317535747751,85
C8_International travel controls,Hospital beds (per 10 000 population),0.00658437355847615,86
C8_International travel controls,People using at least basic sanitation services (% of population),0.00654918184945761,87
C8_International travel controls,Expenditure on social protection (% of GDP),0.00651374690601876,88
C8_International travel controls,"Net migration rate, per 1000 population",0.0063988099108561874,89
C8_International travel controls,Women who believe a husband is justified in beating his wife (any of five reasons) (%),0.006357169028748964,90
C8_International travel controls,Age dependency ratio,0.00605996260899044,91
C8_International travel controls,COVID-19 vaccine administered,0.006008290815068684,92
C8_International travel controls,Coverage of social safety net programs (% of population),0.005983468892387352,93
C8_International travel controls,Coverage of unemployment benefits and ALMP (% of population),0.0059388430374214375,94
C8_International travel controls,"Primary completion rate, total (% of relevant age group)",0.005880304952796765,95
C8_International travel controls,"Lending interest rates, percent per annum",0.005845784469172977,96
C8_International travel controls,Internet users (per 100 people),0.005374634393693973,97
C8_International travel controls,Starting a Business (Score),0.005062079571468652,98
C8_International travel controls,Expenditure on health (% of GDP),0.004740280278908391,99
C8_International travel controls,Mobile cellular (per 100 people),0.0041757372867533326,100
C8_International travel controls,People using safely managed drinking water services (% of population),0.004143290650926566,101
C8_International travel controls,Growth rates of household expenditure or income per capita (%),0.0030827517817892864,102
C8_International travel controls,"Literacy rate, adult total (% of people ages 15 and above)",0.00260561947749316,103
C8_International travel controls,"International tourism, receipts",0.00205885029236996,104
C8_International travel controls,Stock market capitalization (US$ million),0.0,105
E1_Income support,Individuals using the Internet,0.016718943585657776,1
E1_Income support,Volume of exports,0.015300114061854634,2
E1_Income support,Prevalence of COVID-19,0.014690257594160521,3
E1_Income support,Secure Internet servers ,0.014352071818009444,4
E1_Income support,"Foreign direct investment, net",0.014149804721147866,5
E1_Income support,Mobile cellular subscriptions,0.014127866712979355,6
E1_Income support,Voice and accountability estimate,0.014058855160569107,7
E1_Income support,Summary exposure value tobacco,0.013734019267206188,8
E1_Income support,"Energy imports, net ",0.01371286450630574,9
E1_Income support,Prevalence of obesity,0.01360160691322938,10
E1_Income support,"Immunization, measles (% of children ages 12-23 months)",0.012940173724293961,11
E1_Income support,"Prevalence of overweight (modeled estimate, % of children under 5)",0.01291648794620188,12
E1_Income support,"Adjusted net savings, including particulate emission damage",0.012867354545498796,13
E1_Income support,Prevalence of Depressive disorders,0.012478490020801638,14
E1_Income support,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",0.012310088764778257,15
E1_Income support,Human Development Index,0.012014609345483483,16
E1_Income support,Fixed telephone subscriptions,0.011920062269948474,17
E1_Income support,Employment in services (% of total employment) (modeled ILO estimate),0.01187944390522864,18
E1_Income support,Volume of imports,0.011859566802757236,19
E1_Income support,"Trade, total as % of GDP",0.011849788049203874,20
E1_Income support,Gini index (World Bank estimate),0.011813698267196476,21
E1_Income support,Net migration,0.01169472589143076,22
E1_Income support,"Incidence of tuberculosis (per 100,000 people)",0.011685282630318039,23
E1_Income support,"Labor force participation rate, female (% of female population ages 15+) (modeled ILO estimate)",0.011510265114993014,24
E1_Income support,Proportion of women in managerial positions (%),0.011375547831777938,25
E1_Income support,Rule of law estimate ,0.011343123884783795,26
E1_Income support,"Immunization, DPT (% of children ages 12-23 months)",0.011310597843337898,27
E1_Income support,"Nurses and midwives (per 1,000 people)",0.011291780286713307,28
E1_Income support,Prevalence of down syndrome,0.011223644939683848,29
E1_Income support,Control of corruption estimate,0.01122048687813381,30
E1_Income support,Political stability and absence of violence/terrorism estimate,0.011139736384089636,31
E1_Income support,Regulatory quality estimate,0.011132125536061695,32
E1_Income support,Renewable energy consumption ,0.011100421786563343,33
E1_Income support,Electric power consumption ,0.01092232745017524,34
E1_Income support,"Prevalence of HIV, total (% of population ages 15-49)",0.01087427381261732,35
E1_Income support,"Physicians (per 1,000 people)",0.010768025842770573,36
E1_Income support,"PM2.5 air pollution, mean annual exposure",0.010672498576438833,37
E1_Income support,Domestic General Government Health Expenditure (GGHE-D) as % General Government Expenditure (GGE),0.010616235908846468,38
E1_Income support,People using safely managed drinking water services (% of population),0.010604568489053705,39
E1_Income support,Corruption Perceptions Index,0.01060274054361257,40
E1_Income support,Energy use ,0.010436934674864005,41
E1_Income support,CO2 emissions (kt),0.010418323158841803,42
E1_Income support,"Electricity production from oil, gas and coal sources",0.010385011432532065,43
E1_Income support,Unemployment rate (%) - Annual,0.010371455206070598,44
E1_Income support,Prevalence of Diabetes,0.010305895433449551,45
E1_Income support,Combustible renewables and waste,0.01030440108036992,46
E1_Income support,Prevalence of total cancers,0.010285342627985843,47
E1_Income support,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),0.010260922313581113,48
E1_Income support,Urban population (% of total population),0.01022202473242906,49
E1_Income support,Press freedom score,0.010217133899740273,50
E1_Income support,"PM2.5 air pollution, population exposed to levels exceeding WHO guideline value ",0.010194030513381488,51
E1_Income support,Prevalence of Hypertensive heart disease,0.010158171488528536,52
E1_Income support,"Intentional homicides (per 100,000 people)",0.010111518418616261,53
E1_Income support,Prevalence of Respiratory infections and tuberculosis,0.009957915957874906,54
E1_Income support,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",0.009819690678629632,55
E1_Income support,Prevalence of chronic kidney disease,0.009768297258405003,56
E1_Income support,Prevalence of anxiety disorders,0.009724684206774796,57
E1_Income support,Hospital beds (per 10 000 population),0.009700026646918679,58
E1_Income support,Coverage of unemployment benefits and ALMP (% of population),0.009697470281842858,59
E1_Income support,"Unemployment, total (% of total labor force) (modeled ILO estimate)",0.00967360797373913,60
E1_Income support,Internet users (per 100 people),0.009570688065546786,61
E1_Income support,"Age dependency ratio, old (% of working-age population)",0.009531920846845133,62
E1_Income support,"Electricity production from renewable sources, excluding hydroelectric",0.009274603990987878,63
E1_Income support,"Primary completion rate, total (% of relevant age group)",0.009273110926801992,64
