Country,Policy,score,score_level
Panama,H4_Emergency investment in healthcare,0.038540339,low
Panama,C1_School closing,0.02712198,low
Panama,H1_Public information campaigns,0.024870545,low
Panama,E1_Income support,0.011858145,very low
Panama,E4_International support,0.008241357,very low
Panama,C3_Cancel public events,0.007739267,very low
Panama,H5_Investment in vaccines,0,very low
Paraguay,H7_Vaccination policy,0.093939174,very high
Paraguay,H2_Testing policy,0.081559287,very high
Paraguay,H6_Facial Coverings,0.081135532,very high
Paraguay,C8_International travel controls,0.076567632,very high
Paraguay,C7_Restrictions on internal movement,0.074607674,high
Paraguay,C2_Workplace closing,0.066217723,high
Paraguay,C5_Close public transport,0.065268507,high
Paraguay,E2_Debt/contract relief,0.060338826,high
Paraguay,C3_Cancel public events,0.060319135,medium
Paraguay,C1_School closing,0.059762792,medium
Paraguay,C4_Restrictions on gatherings,0.0540346,medium
Paraguay,H3_Contact tracing,0.054015594,medium
Paraguay,H4_Emergency investment in healthcare,0.036044729,low
Paraguay,H1_Public information campaigns,0.029067196,low
Paraguay,H5_Investment in vaccines,0.02771988,low
Paraguay,E3_Fiscal measures,0.024897948,low
Paraguay,C6_Stay at home requirements,0.023221755,very low
Paraguay,E1_Income support,0.020753542,very low
Paraguay,H8_Protection of elderly people,0.010528474,very low
Paraguay,E4_International support,0,very low
Peru,H7_Vaccination policy,0.115927554,very high
Peru,H3_Contact tracing,0.110601401,very high
Peru,C8_International travel controls,0.097744004,very high
Peru,C2_Workplace closing,0.08056114,very high
Peru,H6_Facial Coverings,0.078797586,high
Peru,H2_Testing policy,0.062936147,high
Peru,C5_Close public transport,0.062140323,high
Peru,H8_Protection of elderly people,0.060168045,high
Peru,C4_Restrictions on gatherings,0.048617974,medium
Peru,C7_Restrictions on internal movement,0.041966587,medium
Peru,H4_Emergency investment in healthcare,0.039590925,medium
Peru,C6_Stay at home requirements,0.039243018,medium
Peru,H5_Investment in vaccines,0.035160672,low
Peru,E2_Debt/contract relief,0.032618925,low
Peru,E3_Fiscal measures,0.030683383,low
Peru,C3_Cancel public events,0.030477924,low
Peru,E4_International support,0.017713434,very low
Peru,C1_School closing,0.009442364,very low
Peru,E1_Income support,0.005608595,very low
Peru,H1_Public information campaigns,0,very low
Philippines,H7_Vaccination policy,0.097472137,very high
Philippines,H6_Facial Coverings,0.086764767,very high
Philippines,H2_Testing policy,0.08130884,very high
Philippines,C4_Restrictions on gatherings,0.071889875,very high
Philippines,E2_Debt/contract relief,0.068249724,high
Philippines,C1_School closing,0.057572684,high
Philippines,C6_Stay at home requirements,0.056057267,high
Philippines,H8_Protection of elderly people,0.055620401,high
Philippines,C8_International travel controls,0.052843797,medium
Philippines,C7_Restrictions on internal movement,0.048271031,medium
Philippines,C5_Close public transport,0.047915226,medium
Philippines,E1_Income support,0.046150041,medium
Philippines,C2_Workplace closing,0.043011972,low
Philippines,E3_Fiscal measures,0.042194629,low
Philippines,H4_Emergency investment in healthcare,0.039027931,low
Philippines,H5_Investment in vaccines,0.038691283,low
Philippines,H3_Contact tracing,0.035862179,very low
Philippines,C3_Cancel public events,0.016087675,very low
Philippines,H1_Public information campaigns,0.015008541,very low
Philippines,E4_International support,0,very low
Singapore,E1_Income support,0.12674832,very high
Singapore,E2_Debt/contract relief,0.117832757,very high
Singapore,C7_Restrictions on internal movement,0.096116536,very high
Singapore,C3_Cancel public events,0.087717491,very high
Singapore,C2_Workplace closing,0.080865351,high
Singapore,H7_Vaccination policy,0.079973075,high
Singapore,C1_School closing,0.079140582,high
Singapore,C6_Stay at home requirements,0.072098585,high
Singapore,H6_Facial Coverings,0.070730373,medium
Singapore,C4_Restrictions on gatherings,0.052267385,medium
Singapore,E3_Fiscal measures,0.035943037,medium
Singapore,H8_Protection of elderly people,0.028597323,medium
Singapore,H2_Testing policy,0.024446981,low
Singapore,H4_Emergency investment in healthcare,0.017508908,low
Singapore,C8_International travel controls,0.014644002,low
Singapore,E4_International support,0.007286659,low
Singapore,H1_Public information campaigns,0.004175525,very low
Singapore,H3_Contact tracing,0.00296485,very low
Singapore,C5_Close public transport,0.00094226,very low
Singapore,H5_Investment in vaccines,0,very low
Sri Lanka,H7_Vaccination policy,0.098919201,very high
Sri Lanka,C7_Restrictions on internal movement,0.088150399,very high
Sri Lanka,H2_Testing policy,0.074434329,very high
Sri Lanka,C8_International travel controls,0.072085949,very high
Sri Lanka,C1_School closing,0.068646299,high
Sri Lanka,C4_Restrictions on gatherings,0.067868574,high
Sri Lanka,C5_Close public transport,0.066017084,high
Sri Lanka,C3_Cancel public events,0.06156355,high
Sri Lanka,H8_Protection of elderly people,0.060846879,medium
Sri Lanka,H5_Investment in vaccines,0.054464606,medium
Sri Lanka,E2_Debt/contract relief,0.046034439,medium
Sri Lanka,H4_Emergency investment in healthcare,0.04411354,medium
Sri Lanka,E4_International support,0.042109497,low
Sri Lanka,E3_Fiscal measures,0.03520096,low
Sri Lanka,H6_Facial Coverings,0.034861607,low
Sri Lanka,C2_Workplace closing,0.033711282,low
Sri Lanka,H1_Public information campaigns,0.024233361,very low
Sri Lanka,H3_Contact tracing,0.019356104,very low
Sri Lanka,E1_Income support,0.007382341,very low
Sri Lanka,C6_Stay at home requirements,0,very low
Suriname,H6_Facial Coverings,0.117030199,very high
Suriname,H7_Vaccination policy,0.110866942,very high
Suriname,C5_Close public transport,0.105309797,very high
Suriname,C7_Restrictions on internal movement,0.073729566,very high
Suriname,C1_School closing,0.073378512,high
Suriname,H8_Protection of elderly people,0.072872301,high
Suriname,C8_International travel controls,0.072069131,high
Suriname,C4_Restrictions on gatherings,0.061575605,high
Suriname,C2_Workplace closing,0.052466134,medium
Suriname,C6_Stay at home requirements,0.049919966,medium
Suriname,E2_Debt/contract relief,0.049209629,medium
Suriname,E1_Income support,0.040452428,medium
Suriname,C3_Cancel public events,0.034861124,low
Suriname,H2_Testing policy,0.024640253,low
Suriname,E3_Fiscal measures,0.023158235,low
Suriname,H4_Emergency investment in healthcare,0.017332679,low
Suriname,E4_International support,0.013059874,very low
Suriname,H1_Public information campaigns,0.006100032,very low
Suriname,H3_Contact tracing,0.001967593,very low
Suriname,H5_Investment in vaccines,0,very low
Thailand,H7_Vaccination policy,0.107820379,very high
Thailand,C1_School closing,0.089329296,very high
Thailand,C4_Restrictions on gatherings,0.081428232,very high
Thailand,H2_Testing policy,0.076345959,very high
Thailand,H6_Facial Coverings,0.071246833,high
Thailand,C2_Workplace closing,0.06887923,high
Thailand,C7_Restrictions on internal movement,0.067702922,high
Thailand,H8_Protection of elderly people,0.066544334,high
Thailand,C8_International travel controls,0.064684435,medium
Thailand,E3_Fiscal measures,0.050885659,medium
Thailand,H4_Emergency investment in healthcare,0.042477117,medium
Thailand,E2_Debt/contract relief,0.040917718,medium
Thailand,C6_Stay at home requirements,0.037394027,low
Thailand,E1_Income support,0.032244963,low
Thailand,H3_Contact tracing,0.026542562,low
Thailand,C5_Close public transport,0.026105974,low
Thailand,C3_Cancel public events,0.024266517,very low
Thailand,H5_Investment in vaccines,0.012978267,very low
Thailand,E4_International support,0.012205577,very low
Thailand,H1_Public information campaigns,0,very low
Uruguay,H7_Vaccination policy,0.10868704,very high
Uruguay,C1_School closing,0.094813117,very high
Uruguay,C4_Restrictions on gatherings,0.089010523,very high
Uruguay,C3_Cancel public events,0.087274107,very high
Uruguay,C7_Restrictions on internal movement,0.085789131,high
Uruguay,E1_Income support,0.056738331,high
Uruguay,E3_Fiscal measures,0.056079252,high
Uruguay,C6_Stay at home requirements,0.055765552,high
Uruguay,H8_Protection of elderly people,0.053989894,medium
Uruguay,C2_Workplace closing,0.052487946,medium
Uruguay,C5_Close public transport,0.051558546,medium
Uruguay,H2_Testing policy,0.046811253,medium
Uruguay,H4_Emergency investment in healthcare,0.045393888,low
Uruguay,H5_Investment in vaccines,0.032230352,low
Uruguay,H6_Facial Coverings,0.027796412,low
Uruguay,E2_Debt/contract relief,0.02638883,low
Uruguay,C8_International travel controls,0.020912944,very low
Uruguay,H3_Contact tracing,0.004588718,very low
Uruguay,E4_International support,0.003684162,very low
Uruguay,H1_Public information campaigns,0,very low
