Policy,Category,Indicator,Unit,rank,score
H8_Protection of elderly people,Demographics,Population living in slums (% of urban population),proportion,23,0.0232538086007999
H8_Protection of elderly people,Demographics,Mobile cellular (per 100 people),per 100 population,24,0.02253841913243362
H8_Protection of elderly people,Demographics,Population (% change),percent,25,0.022208330262203486
H8_Protection of elderly people,Demographics,"Age dependency ratio, young (% of working-age population)",proportion,26,0.021646862107564432
H8_Protection of elderly people,Demographics,People with basic handwashing facilities including soap and water (% of population),proportion,27,0.02161585949423923
H8_Protection of elderly people,Demographics,Population density,persons per square kilometer,28,0.021213129315068826
H8_Protection of elderly people,Demographics,Fixed telephone (per 100 people),per 100 population,29,0.021102503673821927
H8_Protection of elderly people,Demographics,Individuals using the Internet,percent of population,30,0.019087461356362086
H8_Protection of elderly people,Demographics,Internet users (per 100 people),per 100 population,31,0.018189147584765808
H8_Protection of elderly people,Demographics,"People using safely managed sanitation services, rural (% of rural population)",proportion,32,0.01711964759383885
H8_Protection of elderly people,Demographics,"Net migration rate, per 1000 population",per thousand persons,33,0.016416531206845945
H8_Protection of elderly people,Demographics,People using safely managed sanitation services (% of population),percent of population,34,0.016330054670217243
H8_Protection of elderly people,Demographics,"People using at least basic sanitation services, rural (% of rural population)",proportion,35,0.013812349518568471
H8_Protection of elderly people,Demographics,"People using at least basic sanitation services, urban (% of urban population)",proportion,36,0.013583352618867338
H8_Protection of elderly people,Demographics,"People with basic handwashing facilities including soap and water, urban (% of urban population)",proportion,37,0.013351575789148406
H8_Protection of elderly people,Demographics,"People with basic handwashing facilities including soap and water, rural (% of rural population)",proportion,38,0.012662257503017922
H8_Protection of elderly people,Demographics,Age dependency ratio,percent of total population,39,0.0
C1_School closing,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.059810259872432575
C1_School closing,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,2,0.054192512799372164
C1_School closing,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,3,0.053175540890924904
C1_School closing,Economics,"Central government debt, total",percent of GDP,4,0.052744657694961984
C1_School closing,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,5,0.04920752826702698
C1_School closing,Economics,Stock market capitalization (US$ million),US Dollar,6,0.04880238726012611
C1_School closing,Economics,Volume of imports,percent change,7,0.04457171107886591
C1_School closing,Economics,Expenditure on health (% of GDP),percent,8,0.04316718817683544
C1_School closing,Economics,Volume of exports,percent change,9,0.0423026776514337
C1_School closing,Economics,"Lending interest rates, percent per annum",percent per annum,10,0.041672032866347145
C1_School closing,Economics,Expenditure on social protection (% of GDP),percent,11,0.038439252361346654
C1_School closing,Economics,Balance on goods (% of GDP),percent,12,0.038375330503989835
C1_School closing,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,13,0.03836273946780153
C1_School closing,Economics,"Debt outstanding and disbursed, total",US Dollar,14,0.03565477049404017
C1_School closing,Economics,Unemployment rate (%) - Annual,percent,15,0.03492331997474243
C1_School closing,Economics,Interest rate on loans and discounts,percent per annum,16,0.031894995722443475
C1_School closing,Economics,Interest rate on savings deposits,percent per annum,17,0.03003348413631488
C1_School closing,Economics,"Trade, total as % of GDP",percent,18,0.030024192398773856
C1_School closing,Economics,Interest rate on savings deposits,percent,19,0.029775202169771427
C1_School closing,Economics,Expenditure on education (% of GDP),percent,20,0.029755772941811618
C1_School closing,Economics,Growth rates of household expenditure or income per capita (%),percent,21,0.028795414687205294
C1_School closing,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,22,0.028407147973719536
C1_School closing,Economics,Starting a Business (Score),Score,23,0.0257731543734179
C1_School closing,Economics,"Foreign direct investment, net",US Dollar,24,0.024578567805767577
C1_School closing,Economics,Stock market capitalization (US$ million),percent,25,0.023253391293208452
C1_School closing,Economics,Days required for business start up,days,26,0.02167689624973414
C1_School closing,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,27,0.020629870887584573
C1_School closing,Economics,"International tourism, receipts",US Dollar,28,0.0
C2_Workplace closing,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.08057987358286475
C2_Workplace closing,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,2,0.0794254779756176
C2_Workplace closing,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,3,0.07010443977971043
C2_Workplace closing,Economics,"Central government debt, total",percent of GDP,4,0.06592867297076922
C2_Workplace closing,Economics,Volume of imports,percent change,5,0.06106271562172403
C2_Workplace closing,Economics,Expenditure on education (% of GDP),percent,6,0.0514026781525725
C2_Workplace closing,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,7,0.04624470359055519
C2_Workplace closing,Economics,Volume of exports,percent change,8,0.044602263084312234
C2_Workplace closing,Economics,"Lending interest rates, percent per annum",percent per annum,9,0.042313937315376644
C2_Workplace closing,Economics,Unemployment rate (%) - Annual,percent,10,0.04223806038997123
C2_Workplace closing,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,11,0.040554647589024016
C2_Workplace closing,Economics,Interest rate on savings deposits,percent per annum,12,0.0337278255836086
C2_Workplace closing,Economics,"International tourism, receipts",US Dollar,13,0.0325847134778344
C2_Workplace closing,Economics,Expenditure on social protection (% of GDP),percent,14,0.03147523184831412
C2_Workplace closing,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,15,0.031377737977707536
C2_Workplace closing,Economics,Growth rates of household expenditure or income per capita (%),percent,16,0.030483209641205412
C2_Workplace closing,Economics,Starting a Business (Score),Score,17,0.02945309501907022
C2_Workplace closing,Economics,Expenditure on health (% of GDP),percent,18,0.02899343517653412
C2_Workplace closing,Economics,"Trade, total as % of GDP",percent,19,0.027437477725358476
C2_Workplace closing,Economics,Days required for business start up,days,20,0.027068509234027368
C2_Workplace closing,Economics,Interest rate on savings deposits,percent,21,0.02456684783293201
C2_Workplace closing,Economics,Interest rate on loans and discounts,percent per annum,22,0.021833716498439407
C2_Workplace closing,Economics,"Foreign direct investment, net",US Dollar,23,0.01747061989414492
C2_Workplace closing,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,24,0.015900464817473543
C2_Workplace closing,Economics,Stock market capitalization (US$ million),US Dollar,25,0.011253567044824329
C2_Workplace closing,Economics,Stock market capitalization (US$ million),percent,26,0.008203699834657067
C2_Workplace closing,Economics,"Debt outstanding and disbursed, total",US Dollar,27,0.0037123783413706346
C2_Workplace closing,Economics,Balance on goods (% of GDP),percent,28,0.0
C3_Cancel public events,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.06874720973160577
C3_Cancel public events,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,2,0.06247073487107166
C3_Cancel public events,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,3,0.0550461602408002
C3_Cancel public events,Economics,"Central government debt, total",percent of GDP,4,0.05270328395694518
C3_Cancel public events,Economics,Volume of imports,percent change,5,0.04790792544420472
C3_Cancel public events,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,6,0.04733393375128358
C3_Cancel public events,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,7,0.04396519269107953
C3_Cancel public events,Economics,"Lending interest rates, percent per annum",percent per annum,8,0.04353767050517469
C3_Cancel public events,Economics,"Foreign direct investment, net",US Dollar,9,0.039708797020374144
C3_Cancel public events,Economics,Volume of exports,percent change,10,0.03903890314823507
C3_Cancel public events,Economics,Growth rates of household expenditure or income per capita (%),percent,11,0.03590539529888661
C3_Cancel public events,Economics,Starting a Business (Score),Score,12,0.03568235487797397
C3_Cancel public events,Economics,"International tourism, receipts",US Dollar,13,0.03554784550429201
C3_Cancel public events,Economics,Stock market capitalization (US$ million),US Dollar,14,0.03537620972689299
C3_Cancel public events,Economics,Interest rate on savings deposits,percent,15,0.034384225546420545
C3_Cancel public events,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,16,0.033765738589801225
C3_Cancel public events,Economics,"Debt outstanding and disbursed, total",US Dollar,17,0.03196716519319567
C3_Cancel public events,Economics,Interest rate on savings deposits,percent per annum,18,0.030973311107785752
C3_Cancel public events,Economics,Interest rate on loans and discounts,percent per annum,19,0.030310231015090512
C3_Cancel public events,Economics,Expenditure on social protection (% of GDP),percent,20,0.028184364223870474
C3_Cancel public events,Economics,Expenditure on health (% of GDP),percent,21,0.027876446973039367
C3_Cancel public events,Economics,Stock market capitalization (US$ million),percent,22,0.0269703922076963
C3_Cancel public events,Economics,"Trade, total as % of GDP",percent,23,0.025098904820755722
C3_Cancel public events,Economics,Unemployment rate (%) - Annual,percent,24,0.024987494326170524
C3_Cancel public events,Economics,Expenditure on education (% of GDP),percent,25,0.02485772729652666
C3_Cancel public events,Economics,Days required for business start up,days,26,0.020854059123133057
C3_Cancel public events,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,27,0.01679832280769416
C3_Cancel public events,Economics,Balance on goods (% of GDP),percent,28,0.0
C4_Restrictions on gatherings,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.06537880583491527
C4_Restrictions on gatherings,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,2,0.06358748335692258
C4_Restrictions on gatherings,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,3,0.05435134150923695
C4_Restrictions on gatherings,Economics,"Central government debt, total",percent of GDP,4,0.050999012270752604
C4_Restrictions on gatherings,Economics,Starting a Business (Score),Score,5,0.05035730254778226
C4_Restrictions on gatherings,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,6,0.048297930381439695
C4_Restrictions on gatherings,Economics,"Foreign direct investment, net",US Dollar,7,0.04660789006482772
C4_Restrictions on gatherings,Economics,Volume of imports,percent change,8,0.0464267918988016
C4_Restrictions on gatherings,Economics,"Lending interest rates, percent per annum",percent per annum,9,0.04532968142975568
C4_Restrictions on gatherings,Economics,Volume of exports,percent change,10,0.04474599371290432
C4_Restrictions on gatherings,Economics,Days required for business start up,days,11,0.04316490914717053
C4_Restrictions on gatherings,Economics,"Debt outstanding and disbursed, total",US Dollar,12,0.0397331699438148
C4_Restrictions on gatherings,Economics,Expenditure on social protection (% of GDP),percent,13,0.03788515445509324
C4_Restrictions on gatherings,Economics,Balance on goods (% of GDP),percent,14,0.03687833669918745
C4_Restrictions on gatherings,Economics,Interest rate on loans and discounts,percent per annum,15,0.036866404700956375
C4_Restrictions on gatherings,Economics,Growth rates of household expenditure or income per capita (%),percent,16,0.03627564486276279
C4_Restrictions on gatherings,Economics,Expenditure on health (% of GDP),percent,17,0.03262547356051701
C4_Restrictions on gatherings,Economics,"International tourism, receipts",US Dollar,18,0.031202778667964497
C4_Restrictions on gatherings,Economics,Stock market capitalization (US$ million),US Dollar,19,0.029423321107302697
C4_Restrictions on gatherings,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,20,0.028589653544615252
C4_Restrictions on gatherings,Economics,Interest rate on savings deposits,percent per annum,21,0.026854861148282644
C4_Restrictions on gatherings,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,22,0.025258720075185346
C4_Restrictions on gatherings,Economics,Interest rate on savings deposits,percent,23,0.021469609799531546
C4_Restrictions on gatherings,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,24,0.019256702310944264
C4_Restrictions on gatherings,Economics,Stock market capitalization (US$ million),percent,25,0.013522462630350177
C4_Restrictions on gatherings,Economics,"Trade, total as % of GDP",percent,26,0.012669619734753314
C4_Restrictions on gatherings,Economics,Unemployment rate (%) - Annual,percent,27,0.012240944604229748
C4_Restrictions on gatherings,Economics,Expenditure on education (% of GDP),percent,28,0.0
C5_Close public transport,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.05394863225641947
C5_Close public transport,Economics,Volume of exports,percent change,2,0.05135457801344128
C5_Close public transport,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,3,0.05124921120282766
C5_Close public transport,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,4,0.050987264226898255
C5_Close public transport,Economics,"Central government debt, total",percent of GDP,5,0.04971591750416366
C5_Close public transport,Economics,Expenditure on health (% of GDP),percent,6,0.048824022481960314
C5_Close public transport,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,7,0.047844929311044435
C5_Close public transport,Economics,"Foreign direct investment, net",US Dollar,8,0.04596620086525277
C5_Close public transport,Economics,Volume of imports,percent change,9,0.045497970425922483
C5_Close public transport,Economics,"Lending interest rates, percent per annum",percent per annum,10,0.041716705149130145
C5_Close public transport,Economics,Balance on goods (% of GDP),percent,11,0.04060782565866576
C5_Close public transport,Economics,"Debt outstanding and disbursed, total",US Dollar,12,0.04059064787308405
C5_Close public transport,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,13,0.03867449049646283
C5_Close public transport,Economics,Unemployment rate (%) - Annual,percent,14,0.03774818902604622
C5_Close public transport,Economics,Days required for business start up,days,15,0.03650160296863099
C5_Close public transport,Economics,"International tourism, receipts",US Dollar,16,0.03602645096238423
C5_Close public transport,Economics,Interest rate on savings deposits,percent,17,0.03467251181553054
C5_Close public transport,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,18,0.0343914143435948
C5_Close public transport,Economics,Starting a Business (Score),Score,19,0.034344273480213794
C5_Close public transport,Economics,Interest rate on savings deposits,percent per annum,20,0.032903049858447914
C5_Close public transport,Economics,Stock market capitalization (US$ million),percent,21,0.02694537287999814
C5_Close public transport,Economics,"Trade, total as % of GDP",percent,22,0.024415045012444847
C5_Close public transport,Economics,Expenditure on social protection (% of GDP),percent,23,0.021947450120240783
C5_Close public transport,Economics,Expenditure on education (% of GDP),percent,24,0.02073083775817508
C5_Close public transport,Economics,Growth rates of household expenditure or income per capita (%),percent,25,0.018969258640219974
C5_Close public transport,Economics,Interest rate on loans and discounts,percent per annum,26,0.017937663597952392
C5_Close public transport,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,27,0.015488484070847085
C5_Close public transport,Economics,Stock market capitalization (US$ million),US Dollar,28,0.0
C6_Stay at home requirements,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.06649664476918783
C6_Stay at home requirements,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,2,0.06458816419861349
C6_Stay at home requirements,Economics,"Central government debt, total",percent of GDP,3,0.05710569417781431
C6_Stay at home requirements,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,4,0.05648057404026647
C6_Stay at home requirements,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,5,0.05217177153989016
C6_Stay at home requirements,Economics,Expenditure on health (% of GDP),percent,6,0.05026897430841092
C6_Stay at home requirements,Economics,"Lending interest rates, percent per annum",percent per annum,7,0.049715528021282256
C6_Stay at home requirements,Economics,Volume of imports,percent change,8,0.046386971898034965
C6_Stay at home requirements,Economics,Balance on goods (% of GDP),percent,9,0.042927377465542906
C6_Stay at home requirements,Economics,Volume of exports,percent change,10,0.04163467814588954
C6_Stay at home requirements,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,11,0.03955547383836919
C6_Stay at home requirements,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,12,0.0390129124758338
C6_Stay at home requirements,Economics,Expenditure on social protection (% of GDP),percent,13,0.03853441968015791
C6_Stay at home requirements,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,14,0.03730613322480265
C6_Stay at home requirements,Economics,"International tourism, receipts",US Dollar,15,0.03726198215011868
C6_Stay at home requirements,Economics,"Foreign direct investment, net",US Dollar,16,0.0359245154331288
C6_Stay at home requirements,Economics,Interest rate on savings deposits,percent per annum,17,0.03557140171477633
C6_Stay at home requirements,Economics,Stock market capitalization (US$ million),US Dollar,18,0.030313099575690238
C6_Stay at home requirements,Economics,Stock market capitalization (US$ million),percent,19,0.029359305983212087
C6_Stay at home requirements,Economics,Interest rate on loans and discounts,percent per annum,20,0.028291320346881418
C6_Stay at home requirements,Economics,"Debt outstanding and disbursed, total",US Dollar,21,0.021843179180746353
C6_Stay at home requirements,Economics,Days required for business start up,days,22,0.020830593512844928
C6_Stay at home requirements,Economics,Growth rates of household expenditure or income per capita (%),percent,23,0.019076664802744114
C6_Stay at home requirements,Economics,Unemployment rate (%) - Annual,percent,24,0.018935401238279387
C6_Stay at home requirements,Economics,"Trade, total as % of GDP",percent,25,0.015231438085430841
C6_Stay at home requirements,Economics,Expenditure on education (% of GDP),percent,26,0.013058487360477608
C6_Stay at home requirements,Economics,Interest rate on savings deposits,percent,27,0.012117292831572979
C6_Stay at home requirements,Economics,Starting a Business (Score),Score,28,0.0
C7_Restrictions on internal movement,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.08578206411477032
C7_Restrictions on internal movement,Economics,"Central government debt, total",percent of GDP,2,0.07470745116511683
C7_Restrictions on internal movement,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,3,0.06505752698916771
C7_Restrictions on internal movement,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,4,0.05267600396870241
C7_Restrictions on internal movement,Economics,Volume of exports,percent change,5,0.04849933116617669
C7_Restrictions on internal movement,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,6,0.04725680859898858
C7_Restrictions on internal movement,Economics,Interest rate on savings deposits,percent per annum,7,0.046806160800913654
C7_Restrictions on internal movement,Economics,Stock market capitalization (US$ million),US Dollar,8,0.045983946658632056
C7_Restrictions on internal movement,Economics,"Lending interest rates, percent per annum",percent per annum,9,0.04513850794896176
C7_Restrictions on internal movement,Economics,Volume of imports,percent change,10,0.04204916796913665
C7_Restrictions on internal movement,Economics,"Foreign direct investment, net",US Dollar,11,0.038020750049098356
C7_Restrictions on internal movement,Economics,"Trade, total as % of GDP",percent,12,0.03667642226535689
C7_Restrictions on internal movement,Economics,Growth rates of household expenditure or income per capita (%),percent,13,0.03642921296966606
C7_Restrictions on internal movement,Economics,"Debt outstanding and disbursed, total",US Dollar,14,0.03571362703648066
C7_Restrictions on internal movement,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,15,0.03483178741056744
C7_Restrictions on internal movement,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,16,0.0338675785433413
C7_Restrictions on internal movement,Economics,Expenditure on education (% of GDP),percent,17,0.03364927774985304
C7_Restrictions on internal movement,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,18,0.0280577786342741
C7_Restrictions on internal movement,Economics,Balance on goods (% of GDP),percent,19,0.026360115672943656
C7_Restrictions on internal movement,Economics,Starting a Business (Score),Score,20,0.025671039975141023
C7_Restrictions on internal movement,Economics,Stock market capitalization (US$ million),percent,21,0.025128416708913554
C7_Restrictions on internal movement,Economics,Interest rate on savings deposits,percent,22,0.023870112062334085
C7_Restrictions on internal movement,Economics,Unemployment rate (%) - Annual,percent,23,0.01946936557506432
C7_Restrictions on internal movement,Economics,Interest rate on loans and discounts,percent per annum,24,0.01818236905641977
C7_Restrictions on internal movement,Economics,Expenditure on social protection (% of GDP),percent,25,0.017647057163821027
C7_Restrictions on internal movement,Economics,Expenditure on health (% of GDP),percent,26,0.007025908425009544
C7_Restrictions on internal movement,Economics,Days required for business start up,days,27,0.005442211321148856
C7_Restrictions on internal movement,Economics,"International tourism, receipts",US Dollar,28,0.0
C8_International travel controls,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.07524612318913283
C8_International travel controls,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,2,0.05357037047802253
C8_International travel controls,Economics,"Central government debt, total",percent of GDP,3,0.05182283868169805
C8_International travel controls,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,4,0.05136797699302234
C8_International travel controls,Economics,Volume of imports,percent change,5,0.049337514841956476
C8_International travel controls,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,6,0.047713603895266486
C8_International travel controls,Economics,"Trade, total as % of GDP",percent,7,0.04634074429686585
C8_International travel controls,Economics,Volume of exports,percent change,8,0.04472420968408193
C8_International travel controls,Economics,Starting a Business (Score),Score,9,0.04325231065720649
C8_International travel controls,Economics,"Foreign direct investment, net",US Dollar,10,0.04124449661625179
C8_International travel controls,Economics,Days required for business start up,days,11,0.03964034199723113
C8_International travel controls,Economics,Expenditure on social protection (% of GDP),percent,12,0.038471151173250735
C8_International travel controls,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,13,0.038369644410890615
C8_International travel controls,Economics,Stock market capitalization (US$ million),US Dollar,14,0.03825895676495877
C8_International travel controls,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,15,0.03811082158516027
C8_International travel controls,Economics,Expenditure on education (% of GDP),percent,16,0.03644823061268195
C8_International travel controls,Economics,"Debt outstanding and disbursed, total",US Dollar,17,0.03538397970626984
C8_International travel controls,Economics,"Lending interest rates, percent per annum",percent per annum,18,0.03227756327852241
C8_International travel controls,Economics,Expenditure on health (% of GDP),percent,19,0.03173166426240431
C8_International travel controls,Economics,Interest rate on loans and discounts,percent per annum,20,0.024620875969040647
C8_International travel controls,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,21,0.022789345095745716
C8_International travel controls,Economics,Interest rate on savings deposits,percent,22,0.022490524652091535
C8_International travel controls,Economics,Balance on goods (% of GDP),percent,23,0.022387393485638892
C8_International travel controls,Economics,Unemployment rate (%) - Annual,percent,24,0.021783488650423188
C8_International travel controls,Economics,Stock market capitalization (US$ million),percent,25,0.020479193535052467
C8_International travel controls,Economics,Interest rate on savings deposits,percent per annum,26,0.019830316133072925
C8_International travel controls,Economics,Growth rates of household expenditure or income per capita (%),percent,27,0.012306319354060048
C8_International travel controls,Economics,"International tourism, receipts",US Dollar,28,0.0
E1_Income support,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.05609479839261012
E1_Income support,Economics,"Central government debt, total",percent of GDP,2,0.054287548557632154
E1_Income support,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,3,0.053686316501069566
E1_Income support,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,4,0.051319116659077346
E1_Income support,Economics,Volume of imports,percent change,5,0.05056946951658748
E1_Income support,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,6,0.05046322691278451
E1_Income support,Economics,"International tourism, receipts",US Dollar,7,0.04720207645109425
E1_Income support,Economics,"Lending interest rates, percent per annum",percent per annum,8,0.04691793212910163
E1_Income support,Economics,"Trade, total as % of GDP",percent,9,0.04566377674422643
E1_Income support,Economics,Expenditure on health (% of GDP),percent,10,0.043336859443657956
E1_Income support,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,11,0.042999429219987416
E1_Income support,Economics,Volume of exports,percent change,12,0.03983084533915569
E1_Income support,Economics,Expenditure on social protection (% of GDP),percent,13,0.03835884886350812
E1_Income support,Economics,Interest rate on savings deposits,percent per annum,14,0.03738933328900335
E1_Income support,Economics,"Debt outstanding and disbursed, total",US Dollar,15,0.037114778933493
E1_Income support,Economics,Interest rate on loans and discounts,percent per annum,16,0.034532266814780915
E1_Income support,Economics,Stock market capitalization (US$ million),percent,17,0.03283152686843432
E1_Income support,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,18,0.03264062698403056
E1_Income support,Economics,"Foreign direct investment, net",US Dollar,19,0.030688030983686256
E1_Income support,Economics,Unemployment rate (%) - Annual,percent,20,0.02962207067900698
E1_Income support,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,21,0.028907989771405223
E1_Income support,Economics,Days required for business start up,days,22,0.027321799211309734
E1_Income support,Economics,Expenditure on education (% of GDP),percent,23,0.023467404023113314
E1_Income support,Economics,Stock market capitalization (US$ million),US Dollar,24,0.022067223306078434
E1_Income support,Economics,Starting a Business (Score),Score,25,0.01809511819210955
E1_Income support,Economics,Interest rate on savings deposits,percent,26,0.012608354560976621
E1_Income support,Economics,Growth rates of household expenditure or income per capita (%),percent,27,0.01198323165207868
E1_Income support,Economics,Balance on goods (% of GDP),percent,28,0.0
E2_Debt/contract relief,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.07106910383232007
E2_Debt/contract relief,Economics,"Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)",Percentage of total population,2,0.06642418987554558
E2_Debt/contract relief,Economics,"Central government debt, total",percent of GDP,3,0.0650210630252705
E2_Debt/contract relief,Economics,"Labour force participation rate (Total) - Youth, adults: 15-64",percent,4,0.06456597672071833
E2_Debt/contract relief,Economics,"Unemployment, total (% of total labor force) (modeled ILO estimate)",percent of total labor force,5,0.05930106810457461
E2_Debt/contract relief,Economics,Volume of exports,percent change,6,0.05583619746240767
E2_Debt/contract relief,Economics,"International tourism, receipts",US Dollar,7,0.04903239498190197
E2_Debt/contract relief,Economics,Expenditure on health (% of GDP),percent,8,0.040725040439970515
E2_Debt/contract relief,Economics,"Lending interest rates, percent per annum",percent per annum,9,0.04017595661433589
E2_Debt/contract relief,Economics,Volume of imports,percent change,10,0.04008613492795363
E2_Debt/contract relief,Economics,"Trade, total as % of GDP",percent,11,0.03881903306011769
E2_Debt/contract relief,Economics,"Foreign direct investment, net",US Dollar,12,0.03838911895599265
E2_Debt/contract relief,Economics,Balance on goods (% of GDP),percent,13,0.03767314443014932
E2_Debt/contract relief,Economics,Interest rate on loans and discounts,percent per annum,14,0.0373067318579611
E2_Debt/contract relief,Economics,Interest rate on savings deposits,percent per annum,15,0.03528566198743689
E2_Debt/contract relief,Economics,Interest rate on savings deposits,percent,16,0.03205278124056583
E2_Debt/contract relief,Economics,Growth rates of household expenditure or income per capita (%),percent,17,0.03186714991550272
E2_Debt/contract relief,Economics,Expenditure on education (% of GDP),percent,18,0.031551273745371526
E2_Debt/contract relief,Economics,"Output per worker (GDP constant 2011 international $ in PPP -- ILO modelled estimates, Nov. 2019",international $ in PPP,19,0.03145667490235814
E2_Debt/contract relief,Economics,Expenditure on social protection (% of GDP),percent,20,0.03124256854056746
E2_Debt/contract relief,Economics,"General government net lending/borrowing, percent of fiscal year GDP",percent,21,0.026520669707689418
E2_Debt/contract relief,Economics,Starting a Business (Score),Score,22,0.025976423045908508
E2_Debt/contract relief,Economics,Stock market capitalization (US$ million),US Dollar,23,0.014136662565116555
E2_Debt/contract relief,Economics,Stock market capitalization (US$ million),percent,24,0.01050981775171632
E2_Debt/contract relief,Economics,Unemployment rate (%) - Annual,percent,25,0.010109588035066631
E2_Debt/contract relief,Economics,"Debt outstanding and disbursed, total",US Dollar,26,0.00762852755270098
E2_Debt/contract relief,Economics,Days required for business start up,days,27,0.007237046720779465
E2_Debt/contract relief,Economics,"Yield on 90-day treasury bills, percent per annum",percent per annum,28,0.0
E3_Fiscal measures,Economics,Employment in services (% of total employment) (modeled ILO estimate),Percentage of total employment,1,0.06127417826376862
E3_Fiscal measures,Economics,"Central government debt, total",percent of GDP,2,0.0608430039395601
