Country,Policy,score,score_level
Denmark,H6_Facial Coverings,0.0790075488201358,very high
Denmark,E2_Debt/contract relief,0.0767232231013035,high
Denmark,C2_Workplace closing,0.07641751475606848,high
Denmark,C1_School closing,0.0721948423493546,high
Denmark,H8_Protection of elderly people,0.06767593509448332,high
Denmark,C8_International travel controls,0.06009043622424057,medium
Denmark,C6_Stay at home requirements,0.05490668014025054,medium
Denmark,E1_Income support,0.05274462556772537,medium
Denmark,H2_Testing policy,0.04969410892614766,medium
Denmark,H5_Investment in vaccines,0.04099410605509392,low
Denmark,H4_Emergency investment in healthcare,0.03029297419227076,low
Denmark,C7_Restrictions on internal movement,0.02236511078742737,low
Denmark,E3_Fiscal measures,0.021926812517522924,low
Denmark,E4_International support,0.021178952719035242,very low
Denmark,C5_Close public transport,0.014843414604797558,very low
Denmark,H3_Contact tracing,0.00030291359505965924,very low
Denmark,H1_Public information campaigns,0.0,very low
Djibouti,H6_Facial Coverings,0.11748012294210082,very high
Djibouti,C8_International travel controls,0.07661767618216865,very high
Djibouti,H7_Vaccination policy,0.06594898638299425,very high
Djibouti,C1_School closing,0.0654393600660004,very high
Djibouti,H3_Contact tracing,0.06500178751394664,high
Djibouti,C3_Cancel public events,0.06313360687501501,high
Djibouti,E1_Income support,0.061524501868782784,high
Djibouti,H2_Testing policy,0.06048475297849345,high
Djibouti,C2_Workplace closing,0.06026995661789983,medium
Djibouti,C5_Close public transport,0.05463842282233092,medium
Djibouti,H4_Emergency investment in healthcare,0.05359593981225573,medium
Djibouti,E3_Fiscal measures,0.047705143673050385,medium
Djibouti,H1_Public information campaigns,0.04654384177540364,low
Djibouti,E4_International support,0.04445736870429059,low
Djibouti,E2_Debt/contract relief,0.04315149124415499,low
Djibouti,C7_Restrictions on internal movement,0.027768494454125867,low
Djibouti,H5_Investment in vaccines,0.01852221156050416,very low
Djibouti,C6_Stay at home requirements,0.01843647905162739,very low
Djibouti,C4_Restrictions on gatherings,0.009279855474854345,very low
Djibouti,H8_Protection of elderly people,0.0,very low
Dominica,H7_Vaccination policy,0.12262664200233364,very high
Dominica,C3_Cancel public events,0.08458644435497303,very high
Dominica,E1_Income support,0.07841769355667516,very high
Dominica,H2_Testing policy,0.07302362799668974,very high
Dominica,H6_Facial Coverings,0.07230924119580205,high
Dominica,C4_Restrictions on gatherings,0.07087525167481176,high
Dominica,C1_School closing,0.06717650037755207,high
Dominica,C8_International travel controls,0.06094002303511434,high
Dominica,E2_Debt/contract relief,0.0583992064354864,medium
Dominica,C5_Close public transport,0.0565808123675234,medium
Dominica,H8_Protection of elderly people,0.050916252464225105,medium
Dominica,C7_Restrictions on internal movement,0.04987462207771858,medium
Dominica,H3_Contact tracing,0.04179208375400103,low
Dominica,E3_Fiscal measures,0.03152565496547797,low
Dominica,E4_International support,0.029831629077482054,low
Dominica,H1_Public information campaigns,0.027100647465174682,low
Dominica,C2_Workplace closing,0.020617085799185482,very low
Dominica,H4_Emergency investment in healthcare,0.003352141710181602,very low
Dominica,H5_Investment in vaccines,5.4439689591850465e-05,very low
Dominica,C6_Stay at home requirements,0.0,very low
Dominican Republic,H7_Vaccination policy,0.10291417823789299,very high
Dominican Republic,H8_Protection of elderly people,0.09629356940748557,very high
Dominican Republic,C7_Restrictions on internal movement,0.09548408472291774,very high
Dominican Republic,C8_International travel controls,0.07234120546640381,very high
Dominican Republic,C6_Stay at home requirements,0.06318497560327535,high
Dominican Republic,H6_Facial Coverings,0.06170197519366951,high
Dominican Republic,C4_Restrictions on gatherings,0.059553982998545474,high
Dominican Republic,C2_Workplace closing,0.059178488164603346,high
Dominican Republic,E1_Income support,0.05730589352034555,medium
Dominican Republic,E3_Fiscal measures,0.05045462717981856,medium
Dominican Republic,C1_School closing,0.04963342835041831,medium
Dominican Republic,H4_Emergency investment in healthcare,0.04335448330648211,medium
Dominican Republic,H2_Testing policy,0.04311900984103356,low
Dominican Republic,H5_Investment in vaccines,0.03635961185839264,low
Dominican Republic,H3_Contact tracing,0.03466752095086926,low
Dominican Republic,C3_Cancel public events,0.029996693618201807,low
Dominican Republic,H1_Public information campaigns,0.023332708502557933,very low
Dominican Republic,E2_Debt/contract relief,0.012597196536942324,very low
Dominican Republic,E4_International support,0.008526366540144228,very low
Dominican Republic,C5_Close public transport,0.0,very low
Ecuador,H7_Vaccination policy,0.09744377432038707,very high
Ecuador,C7_Restrictions on internal movement,0.09515612201551049,very high
Ecuador,H6_Facial Coverings,0.08668489581913368,very high
Ecuador,C4_Restrictions on gatherings,0.0713410555962797,very high
Ecuador,H3_Contact tracing,0.06823691086713118,high
Ecuador,H2_Testing policy,0.06603691703377121,high
Ecuador,C8_International travel controls,0.06362913587049152,high
Ecuador,C6_Stay at home requirements,0.06054363876778284,high
Ecuador,C2_Workplace closing,0.05552506903716466,medium
Ecuador,C1_School closing,0.04874368473236412,medium
Ecuador,H4_Emergency investment in healthcare,0.048714196289745555,medium
Ecuador,C5_Close public transport,0.04618680991112913,medium
Ecuador,E1_Income support,0.037739111463844295,low
Ecuador,E3_Fiscal measures,0.0337707364526604,low
Ecuador,H8_Protection of elderly people,0.030189431287943293,low
Ecuador,H1_Public information campaigns,0.028393063375345272,low
Ecuador,E4_International support,0.023367127298621664,very low
Ecuador,H5_Investment in vaccines,0.0226604340222479,very low
Ecuador,E2_Debt/contract relief,0.015637885838446157,very low
Ecuador,C3_Cancel public events,0.0,very low
Egypt,H6_Facial Coverings,0.1067248924836575,very high
Egypt,H2_Testing policy,0.09153545891256815,very high
Egypt,H8_Protection of elderly people,0.09146042884395286,very high
Egypt,C8_International travel controls,0.08642012583453125,very high
Egypt,C1_School closing,0.07776673201862798,high
Egypt,H7_Vaccination policy,0.06861906534567218,high
Egypt,C5_Close public transport,0.06813999644257783,high
Egypt,C4_Restrictions on gatherings,0.05575725327495585,high
Egypt,C6_Stay at home requirements,0.05567069756904844,medium
Egypt,C7_Restrictions on internal movement,0.05550621121222273,medium
Egypt,E1_Income support,0.044049959908399154,medium
Egypt,C2_Workplace closing,0.03832948647935299,medium
Egypt,E3_Fiscal measures,0.03174937002880784,low
Egypt,C3_Cancel public events,0.02923027748135185,low
Egypt,H4_Emergency investment in healthcare,0.0271185921254326,low
Egypt,E2_Debt/contract relief,0.02532440876913311,low
Egypt,H1_Public information campaigns,0.021771189283079237,very low
Egypt,E4_International support,0.019069075955081942,very low
Egypt,H3_Contact tracing,0.005756778031546608,very low
Egypt,H5_Investment in vaccines,0.0,very low
El Salvador,H6_Facial Coverings,0.10294498189645544,very high
El Salvador,C8_International travel controls,0.08900094975125232,very high
El Salvador,C4_Restrictions on gatherings,0.0735373051194706,very high
El Salvador,H3_Contact tracing,0.06709919058283144,very high
El Salvador,C1_School closing,0.06704537924293132,high
El Salvador,C2_Workplace closing,0.05794075473076287,high
El Salvador,E2_Debt/contract relief,0.053125502228631334,high
El Salvador,H7_Vaccination policy,0.05280522893678709,high
El Salvador,C5_Close public transport,0.0525323851637203,medium
El Salvador,C6_Stay at home requirements,0.046858622952799286,medium
El Salvador,E3_Fiscal measures,0.04376962794002003,medium
El Salvador,H2_Testing policy,0.041960353604816855,medium
El Salvador,C7_Restrictions on internal movement,0.041774632754300815,low
El Salvador,H8_Protection of elderly people,0.04064891448277165,low
El Salvador,H4_Emergency investment in healthcare,0.03822735266661632,low
El Salvador,E1_Income support,0.037414082376355566,low
El Salvador,E4_International support,0.03570886667627879,very low
El Salvador,H1_Public information campaigns,0.03443446958246699,very low
El Salvador,H5_Investment in vaccines,0.023171399310731193,very low
El Salvador,C3_Cancel public events,0.0,very low
Eritrea,H8_Protection of elderly people,0.09456887490135624,very high
Eritrea,E2_Debt/contract relief,0.09281473042059828,very high
Eritrea,C5_Close public transport,0.08654006928379482,very high
Eritrea,C8_International travel controls,0.07867759349850921,very high
Eritrea,C4_Restrictions on gatherings,0.07203203055260386,high
Eritrea,C6_Stay at home requirements,0.06856628917457804,high
Eritrea,C1_School closing,0.0642493305234186,high
Eritrea,C2_Workplace closing,0.060408689787533915,high
Eritrea,H2_Testing policy,0.05859340978614459,medium
Eritrea,H3_Contact tracing,0.05649953579876124,medium
Eritrea,H6_Facial Coverings,0.046318581611237454,medium
Eritrea,H1_Public information campaigns,0.04331099268410212,medium
Eritrea,E3_Fiscal measures,0.03959580420928585,low
Eritrea,C3_Cancel public events,0.032763122138493105,low
Eritrea,C7_Restrictions on internal movement,0.028957719262638744,low
Eritrea,E1_Income support,0.02559230360816686,low
Eritrea,E4_International support,0.02437592478854553,very low
Eritrea,H4_Emergency investment in healthcare,0.02078988214786026,very low
Eritrea,H5_Investment in vaccines,0.005345115822371189,very low
Eritrea,H7_Vaccination policy,0.0,very low
Estonia,H7_Vaccination policy,0.09365597414148363,very high
Estonia,C4_Restrictions on gatherings,0.0929689159187145,very high
Estonia,H2_Testing policy,0.08341131664663233,very high
Estonia,H6_Facial Coverings,0.07774540817954617,very high
Estonia,H8_Protection of elderly people,0.0691524197392506,high
Estonia,C1_School closing,0.06902287879287274,high
Estonia,C2_Workplace closing,0.06808103753963983,high
Estonia,C8_International travel controls,0.05672999054119297,high
Estonia,C3_Cancel public events,0.055201667608944724,medium
Estonia,H1_Public information campaigns,0.052206146557059296,medium
Estonia,E3_Fiscal measures,0.051699754393945856,medium
Estonia,E1_Income support,0.04517200599696667,medium
Estonia,H3_Contact tracing,0.04405971740847344,low
Estonia,E2_Debt/contract relief,0.039591082209552736,low
Estonia,C7_Restrictions on internal movement,0.039425297472101474,low
Estonia,C6_Stay at home requirements,0.029489648944264004,low
Estonia,E4_International support,0.013644171757880224,very low
Estonia,H4_Emergency investment in healthcare,0.010466572661587077,very low
Estonia,H5_Investment in vaccines,0.008275993489891588,very low
Estonia,C5_Close public transport,0.0,very low
Eswatini,E1_Income support,0.07733265831908298,very high
Eswatini,H8_Protection of elderly people,0.0766172014851071,very high
Eswatini,H6_Facial Coverings,0.07524492984791381,very high
Eswatini,C4_Restrictions on gatherings,0.06536922836663395,very high
Eswatini,C1_School closing,0.0633730099499738,high
Eswatini,C7_Restrictions on internal movement,0.058600019888080994,high
Eswatini,H2_Testing policy,0.05605484933611364,high
Eswatini,H7_Vaccination policy,0.05579629229611553,high
Eswatini,C8_International travel controls,0.05431093816162858,medium
Eswatini,C6_Stay at home requirements,0.05330965768543995,medium
Eswatini,H3_Contact tracing,0.052068099409752946,medium
Eswatini,E2_Debt/contract relief,0.05170895649633598,medium
Eswatini,C5_Close public transport,0.050680249318818045,low
Eswatini,H5_Investment in vaccines,0.04566975445658227,low
Eswatini,E3_Fiscal measures,0.045498557313905674,low
Eswatini,C2_Workplace closing,0.04514958476973552,low
Eswatini,E4_International support,0.03856931942759392,very low
Eswatini,C3_Cancel public events,0.019943540535314986,very low
Eswatini,H1_Public information campaigns,0.014703152935870175,very low
Eswatini,H4_Emergency investment in healthcare,0.0,very low
Ethiopia,H7_Vaccination policy,0.09638867485156095,very high
Ethiopia,H8_Protection of elderly people,0.09255052748427976,very high
Ethiopia,C5_Close public transport,0.08874989289602363,very high
Ethiopia,E2_Debt/contract relief,0.07908718478695873,very high
Ethiopia,C2_Workplace closing,0.06362635193484603,high
Ethiopia,C7_Restrictions on internal movement,0.06314353042007287,high
Ethiopia,C3_Cancel public events,0.061903247665592305,high
Ethiopia,H3_Contact tracing,0.05408372458407149,high
Ethiopia,C8_International travel controls,0.05295212382016319,medium
Ethiopia,C1_School closing,0.05243149612473463,medium
Ethiopia,H6_Facial Coverings,0.046004743280405165,medium
Ethiopia,C6_Stay at home requirements,0.042318717788366024,medium
Ethiopia,C4_Restrictions on gatherings,0.04023730786013271,low
Ethiopia,H4_Emergency investment in healthcare,0.040182482429879755,low
Ethiopia,E3_Fiscal measures,0.035760883755445984,low
Ethiopia,E1_Income support,0.03075187199126723,low
Ethiopia,E4_International support,0.027880092696445,very low
Ethiopia,H1_Public information campaigns,0.017781238210137645,very low
Ethiopia,H2_Testing policy,0.014165907419616798,very low
Ethiopia,H5_Investment in vaccines,0.0,very low
Fiji,E2_Debt/contract relief,0.09758710144318154,very high
Fiji,H7_Vaccination policy,0.09180250131593488,very high
Fiji,H6_Facial Coverings,0.0827849156209912,very high
Fiji,C7_Restrictions on internal movement,0.0784681304203491,very high
Fiji,C8_International travel controls,0.07499418847135139,high
Fiji,C1_School closing,0.064811115553648,high
Fiji,H2_Testing policy,0.06430089162454006,high
Fiji,C4_Restrictions on gatherings,0.06229640806762636,high
Fiji,E1_Income support,0.058380585918750984,medium
Fiji,H5_Investment in vaccines,0.054498635752114534,medium
Fiji,H4_Emergency investment in healthcare,0.04732646899592094,medium
Fiji,H3_Contact tracing,0.0344886738398894,medium
Fiji,E3_Fiscal measures,0.033016107973870605,low
Fiji,H1_Public information campaigns,0.030634804153846628,low
Fiji,E4_International support,0.028857136209706015,low
Fiji,C2_Workplace closing,0.02818336126839325,low
Fiji,C6_Stay at home requirements,0.025849989076614305,very low
Fiji,C5_Close public transport,0.024243144336705408,very low
Fiji,C3_Cancel public events,0.017475839956565063,very low
Fiji,H8_Protection of elderly people,0.0,very low
Finland,H7_Vaccination policy,0.11496424691039744,very high
Finland,H6_Facial Coverings,0.1094509406944576,very high
Finland,C3_Cancel public events,0.08148232210791537,very high
Finland,C1_School closing,0.08110165820210338,very high
Finland,C4_Restrictions on gatherings,0.07752621007247905,high
Finland,C6_Stay at home requirements,0.06986558581506234,high
Finland,C7_Restrictions on internal movement,0.0667440290359201,high
Finland,C2_Workplace closing,0.0569057856089948,high
Finland,E4_International support,0.05528733111738528,medium
Finland,E3_Fiscal measures,0.05235685732053884,medium
Finland,E2_Debt/contract relief,0.04900575254642159,medium
Finland,H2_Testing policy,0.03891329264893847,medium
Finland,H8_Protection of elderly people,0.03707583757699909,low
Finland,H5_Investment in vaccines,0.029095492691870044,low
Finland,E1_Income support,0.026150567361216837,low
Finland,H3_Contact tracing,0.01930719872100096,low
Finland,H4_Emergency investment in healthcare,0.01837363547226668,very low
Finland,H1_Public information campaigns,0.010445385965364042,very low
Finland,C8_International travel controls,0.00594787013066817,very low
Finland,C5_Close public transport,0.0,very low
France,H7_Vaccination policy,0.09875179609255991,very high
France,H6_Facial Coverings,0.08224407224628569,very high
France,C6_Stay at home requirements,0.07857998060803673,very high
France,C7_Restrictions on internal movement,0.07573901315518936,very high
France,C3_Cancel public events,0.07390278515535466,high
France,C2_Workplace closing,0.0683644040109101,high
France,C1_School closing,0.060608368504525,high
France,C8_International travel controls,0.056431936245320405,high
France,H4_Emergency investment in healthcare,0.05409924353630255,medium
France,E3_Fiscal measures,0.05408066923204391,medium
France,H5_Investment in vaccines,0.046774083695694704,medium
France,E4_International support,0.044991377303314796,medium
France,E2_Debt/contract relief,0.04406532219452867,low
France,H2_Testing policy,0.038475585497944255,low
France,H8_Protection of elderly people,0.03505880993739901,low
France,C4_Restrictions on gatherings,0.03471262563899104,low
France,H1_Public information campaigns,0.024133346071089176,very low
France,H3_Contact tracing,0.021793106276776036,very low
France,E1_Income support,0.00719347459773413,very low
France,C5_Close public transport,0.0,very low
Gabon,H7_Vaccination policy,0.10100578763482981,very high
Gabon,H6_Facial Coverings,0.07682896299576326,very high
Gabon,E1_Income support,0.07591417079702108,very high
Gabon,H1_Public information campaigns,0.0735408287047089,very high
Gabon,E2_Debt/contract relief,0.06504796500672236,high
Gabon,C1_School closing,0.06452252752344025,high
Gabon,H3_Contact tracing,0.06327772045982417,high
Gabon,C5_Close public transport,0.061550453906022325,high
Gabon,H2_Testing policy,0.06139597642545291,medium
Gabon,C2_Workplace closing,0.05377389780772787,medium
Gabon,C3_Cancel public events,0.04867773250379129,medium
Gabon,C4_Restrictions on gatherings,0.04808547993285122,medium
Gabon,C8_International travel controls,0.042564038844358804,low
Gabon,C6_Stay at home requirements,0.0381711095065761,low
Gabon,H4_Emergency investment in healthcare,0.03689650748714717,low
Gabon,C7_Restrictions on internal movement,0.03569324925611703,low
Gabon,E3_Fiscal measures,0.03089256130865415,very low
Gabon,H5_Investment in vaccines,0.01809489933757361,very low
Gabon,E4_International support,0.004066130561417635,very low
Gabon,H8_Protection of elderly people,0.0,very low
Gambia,H6_Facial Coverings,0.10684688074134127,very high
Gambia,H7_Vaccination policy,0.10125878488853768,very high
Gambia,C3_Cancel public events,0.08851308801076649,very high
Gambia,H8_Protection of elderly people,0.08079045749392626,very high
Gambia,C6_Stay at home requirements,0.0679410207910149,high
Gambia,H2_Testing policy,0.05933848720884314,high
Gambia,C7_Restrictions on internal movement,0.05283181536198881,high
Gambia,C1_School closing,0.05118887654011782,high
Gambia,C5_Close public transport,0.04860519586670247,medium
Gambia,E2_Debt/contract relief,0.04428346683406812,medium
Gambia,E1_Income support,0.043743110415558464,medium
Gambia,H3_Contact tracing,0.04292496779352758,medium
Gambia,C2_Workplace closing,0.0425416809424484,low
Gambia,C4_Restrictions on gatherings,0.03800624899990393,low
Gambia,C8_International travel controls,0.03543953602349404,low
Gambia,H4_Emergency investment in healthcare,0.035175261389849326,low
Gambia,E3_Fiscal measures,0.024977061534280566,very low
Gambia,H1_Public information campaigns,0.01804794086617941,very low
Gambia,E4_International support,0.017546118297451455,very low
Gambia,H5_Investment in vaccines,0.0,very low
Georgia,H6_Facial Coverings,0.12920644530260214,very high
Georgia,C8_International travel controls,0.10696119448538623,very high
Georgia,H2_Testing policy,0.09243076528306644,very high
Georgia,H7_Vaccination policy,0.07287190436339525,very high
Georgia,C6_Stay at home requirements,0.06789351673212755,high
Georgia,C5_Close public transport,0.06567797024767265,high
Georgia,C3_Cancel public events,0.05752996701004245,high
Georgia,E2_Debt/contract relief,0.051719348528653016,high
Georgia,C1_School closing,0.04713168101964036,medium
Georgia,C7_Restrictions on internal movement,0.0451438880493614,medium
Georgia,H8_Protection of elderly people,0.04259679825940098,medium
Georgia,E1_Income support,0.04064351321765628,medium
Georgia,C4_Restrictions on gatherings,0.03430148481148031,low
Georgia,H4_Emergency investment in healthcare,0.03397914728280382,low
Georgia,C2_Workplace closing,0.03235053201539082,low
Georgia,E3_Fiscal measures,0.02616457870068452,low
Georgia,E4_International support,0.025348180105534582,very low
Georgia,H1_Public information campaigns,0.02365418853023625,very low
Georgia,H3_Contact tracing,0.0043948960548649135,very low
Georgia,H5_Investment in vaccines,0.0,very low
Germany,H7_Vaccination policy,0.10089309461940833,very high
Germany,H2_Testing policy,0.09066986791136186,very high
Germany,C5_Close public transport,0.08837895812627122,very high
Germany,H3_Contact tracing,0.07701553310938583,very high
Germany,C7_Restrictions on internal movement,0.07494508577418406,high
Germany,H6_Facial Coverings,0.0684237517209421,high
Germany,C6_Stay at home requirements,0.06675695072275158,high
Germany,C1_School closing,0.05968891341981196,high
Germany,H8_Protection of elderly people,0.0538333422763534,medium
Germany,E1_Income support,0.05349592446297988,medium
Germany,C2_Workplace closing,0.050869952978752644,medium
Germany,E2_Debt/contract relief,0.04992066262526269,medium
Germany,E4_International support,0.04857315074871559,low
Germany,C4_Restrictions on gatherings,0.04161864190319792,low
Germany,E3_Fiscal measures,0.03178009596885685,low
Germany,C8_International travel controls,0.013287617306885989,low
Germany,C3_Cancel public events,0.012664372476578731,very low
Germany,H4_Emergency investment in healthcare,0.011880980767589913,very low
Germany,H5_Investment in vaccines,0.005303103080709106,very low
Germany,H1_Public information campaigns,0.0,very low
Ghana,H6_Facial Coverings,0.0914216689928839,very high
Ghana,C1_School closing,0.07404192694389143,very high
Ghana,C8_International travel controls,0.0687499678084626,very high
Ghana,H7_Vaccination policy,0.06594508160848972,very high
Ghana,E2_Debt/contract relief,0.06420746089372029,high
Ghana,C3_Cancel public events,0.06305959575489894,high
Ghana,C2_Workplace closing,0.059710004289094926,high
Ghana,C5_Close public transport,0.05970365106338704,high
Ghana,H3_Contact tracing,0.059702747206010695,medium
Ghana,H2_Testing policy,0.054854326375647994,medium
Ghana,C7_Restrictions on internal movement,0.050828095496753455,medium
Ghana,E3_Fiscal measures,0.04509443411201862,medium
Ghana,H5_Investment in vaccines,0.042763599662476795,low
Ghana,H4_Emergency investment in healthcare,0.042679978428672556,low
Ghana,H1_Public information campaigns,0.04199950472149734,low
Ghana,E4_International support,0.04067045084715882,low
Ghana,E1_Income support,0.029573659817370795,very low
Ghana,C6_Stay at home requirements,0.02341754855549347,very low
Ghana,C4_Restrictions on gatherings,0.021576297422070647,very low
Ghana,H8_Protection of elderly people,0.0,very low
Greece,H7_Vaccination policy,0.11071288147515192,very high
Greece,C1_School closing,0.10933789051080757,very high
Greece,H6_Facial Coverings,0.07761028644309602,very high
Greece,C2_Workplace closing,0.06629477626465942,very high
Greece,C6_Stay at home requirements,0.06429238224471485,high
Greece,C3_Cancel public events,0.06099105227477088,high
Greece,H2_Testing policy,0.06024802422536506,high
Greece,E2_Debt/contract relief,0.057721588911149625,high
Greece,C8_International travel controls,0.050593636752028374,medium
Greece,E3_Fiscal measures,0.05000998814888954,medium
Greece,H8_Protection of elderly people,0.04213521995865213,medium
Greece,C4_Restrictions on gatherings,0.04165704802052694,medium
Greece,E1_Income support,0.0405838247569366,low
Greece,C7_Restrictions on internal movement,0.039379813511466945,low
Greece,H3_Contact tracing,0.038407963260621784,low
Greece,H4_Emergency investment in healthcare,0.03684080921030454,low
Greece,H1_Public information campaigns,0.03026780075575214,very low
Greece,E4_International support,0.012306606906789976,very low
Greece,H5_Investment in vaccines,0.010608406368315716,very low
Greece,C5_Close public transport,0.0,very low
Guatemala,H3_Contact tracing,0.11576620036933172,very high
Guatemala,C1_School closing,0.08211111247249794,very high
Guatemala,E1_Income support,0.0770781414115588,very high
Guatemala,H8_Protection of elderly people,0.0762424063366069,very high
Guatemala,C2_Workplace closing,0.07031575589346077,high
Guatemala,H7_Vaccination policy,0.06197988274540375,high
Guatemala,C8_International travel controls,0.05977708811753075,high
Guatemala,H6_Facial Coverings,0.05834363924899463,high
Guatemala,C4_Restrictions on gatherings,0.04813433341574542,medium
Guatemala,C3_Cancel public events,0.047806696949268604,medium
Guatemala,C7_Restrictions on internal movement,0.04730655268833768,medium
Guatemala,E3_Fiscal measures,0.0427650816044434,medium
Guatemala,H2_Testing policy,0.040850461424852665,low
Guatemala,H4_Emergency investment in healthcare,0.03811824272906717,low
Guatemala,C5_Close public transport,0.036798646991321245,low
Guatemala,C6_Stay at home requirements,0.030655567138419985,low
Guatemala,E2_Debt/contract relief,0.026358091539737647,very low
Guatemala,E4_International support,0.019940428174748694,very low
Guatemala,H1_Public information campaigns,0.01965167074867203,very low
Guatemala,H5_Investment in vaccines,0.0,very low
Guinea,H3_Contact tracing,0.10019827921817574,very high
Guinea,H6_Facial Coverings,0.08901823871883113,very high
Guinea,C8_International travel controls,0.07984147935711432,very high
Guinea,H2_Testing policy,0.07639848367423863,very high
Guinea,C1_School closing,0.07082320808041417,high
Guinea,C7_Restrictions on internal movement,0.07082304759681779,high
Guinea,C2_Workplace closing,0.06946117404785244,high
Guinea,C4_Restrictions on gatherings,0.053734732184746684,high
Guinea,C5_Close public transport,0.052181223270114444,medium
Guinea,E3_Fiscal measures,0.04695545926010684,medium
Guinea,E2_Debt/contract relief,0.045707116057682635,medium
Guinea,H4_Emergency investment in healthcare,0.04353046807618622,medium
Guinea,C6_Stay at home requirements,0.04261698442500027,low
Guinea,E4_International support,0.03960332217303897,low
Guinea,H1_Public information campaigns,0.03774283653684518,low
Guinea,E1_Income support,0.030693126177043163,low
Guinea,H5_Investment in vaccines,0.023345483347806922,very low
Guinea,C3_Cancel public events,0.01918471810440106,very low
Guinea,H7_Vaccination policy,0.008140619693583259,very low
Guinea,H8_Protection of elderly people,0.0,very low
Guyana,H7_Vaccination policy,0.11475449013552105,very high
Guyana,H2_Testing policy,0.09951807091500119,very high
Guyana,C1_School closing,0.0942128589031918,very high
Guyana,H8_Protection of elderly people,0.07767314322472424,very high
Guyana,C7_Restrictions on internal movement,0.06886558379476389,high
Guyana,C8_International travel controls,0.0670653169713469,high
Guyana,H6_Facial Coverings,0.0627771532021167,high
Guyana,E1_Income support,0.06107102131533049,high
Guyana,C2_Workplace closing,0.0583658659999423,medium
Guyana,C5_Close public transport,0.05703150684148439,medium
Guyana,E3_Fiscal measures,0.04277005735528422,medium
Guyana,H5_Investment in vaccines,0.04157275630969726,medium
Guyana,H4_Emergency investment in healthcare,0.039577772756125666,low
Guyana,C6_Stay at home requirements,0.03706875378875095,low
Guyana,E2_Debt/contract relief,0.02851558680997796,low
Guyana,H3_Contact tracing,0.018801016582037106,low
Guyana,E4_International support,0.013460361486729792,very low
Guyana,H1_Public information campaigns,0.011344663524161016,very low
Guyana,C4_Restrictions on gatherings,0.005554020083813163,very low
Guyana,C3_Cancel public events,0.0,very low
Haiti,H3_Contact tracing,0.09929534612777617,very high
Haiti,C7_Restrictions on internal movement,0.09315132252660849,very high
Haiti,C2_Workplace closing,0.08109835506598632,very high
Haiti,H2_Testing policy,0.07307463008547192,very high
Haiti,C8_International travel controls,0.07237807038981459,high
Haiti,C3_Cancel public events,0.06792569018463546,high
Haiti,C6_Stay at home requirements,0.059346877518882825,high
Haiti,H6_Facial Coverings,0.05844231596278368,high
Haiti,C1_School closing,0.05421633736627764,medium
Haiti,C4_Restrictions on gatherings,0.04889263615779896,medium
Haiti,C5_Close public transport,0.04571767093853766,medium
Haiti,H4_Emergency investment in healthcare,0.0456020211076398,medium
Haiti,E2_Debt/contract relief,0.045104466009065806,low
Haiti,E3_Fiscal measures,0.03719738108343197,low
Haiti,H1_Public information campaigns,0.033109457991303166,low
Haiti,E4_International support,0.031148590065367864,low
Haiti,H5_Investment in vaccines,0.023260965580432322,very low
Haiti,E1_Income support,0.022836812430450867,very low
Haiti,H7_Vaccination policy,0.008201053407734443,very low
Haiti,H8_Protection of elderly people,0.0,very low
Honduras,H7_Vaccination policy,0.10761549794983177,very high
Honduras,H6_Facial Coverings,0.09992397919352954,very high
Honduras,E1_Income support,0.08225900660497651,very high
Honduras,H3_Contact tracing,0.07544262147619099,very high
Honduras,C5_Close public transport,0.06995710948899399,high
Honduras,C8_International travel controls,0.06337039167883449,high
Honduras,C6_Stay at home requirements,0.06207636714399506,high
Honduras,H8_Protection of elderly people,0.06081527333712974,high
Honduras,C2_Workplace closing,0.05917318165132912,medium
Honduras,E4_International support,0.05595081389415209,medium
Honduras,E3_Fiscal measures,0.05182608589976648,medium
Honduras,C1_School closing,0.040558273086685484,medium
Honduras,H4_Emergency investment in healthcare,0.03585339571186042,low
Honduras,H2_Testing policy,0.03263334597882541,low
Honduras,E2_Debt/contract relief,0.031798729843463616,low
Honduras,H1_Public information campaigns,0.026240804383036706,low
Honduras,C7_Restrictions on internal movement,0.020483610108346168,very low
Honduras,H5_Investment in vaccines,0.01370311347798981,very low
Honduras,C4_Restrictions on gatherings,0.010318399091062599,very low
Honduras,C3_Cancel public events,0.0,very low
Hungary,H7_Vaccination policy,0.08030977229889033,very high
Hungary,C5_Close public transport,0.07828726258785307,very high
Hungary,C4_Restrictions on gatherings,0.0712932995805317,very high
Hungary,H6_Facial Coverings,0.0688591948981791,very high
Hungary,H3_Contact tracing,0.061493753909452206,high
Hungary,H2_Testing policy,0.06073141218541767,high
Hungary,C2_Workplace closing,0.05859340685411072,high
Hungary,H8_Protection of elderly people,0.05740344223454613,high
Hungary,E1_Income support,0.05565343338446979,medium
Hungary,H5_Investment in vaccines,0.04815225657825423,medium
Hungary,C6_Stay at home requirements,0.04791714515083021,medium
Hungary,C1_School closing,0.04582322465119718,medium
Hungary,C7_Restrictions on internal movement,0.04541191294463341,low
Hungary,E2_Debt/contract relief,0.04450910040409154,low
Hungary,E3_Fiscal measures,0.042363380099111086,low
Hungary,H4_Emergency investment in healthcare,0.040000596153587344,low
Hungary,C8_International travel controls,0.03610795027030247,very low
Hungary,H1_Public information campaigns,0.03149737614805579,very low
