Country,Policy,score
Panama,C8_International travel controls,0.06962878393189027
Panama,H2_Testing policy,0.05231957406130256
Panama,H6_Facial Coverings,0.013938388981729529
Panama,C4_Restrictions on gatherings,0.0065532037891044715
Panama,C2_Workplace closing,0.004719077486506816
Panama,C7_Restrictions on internal movement,0.002763981151172414
Panama,C5_Close public transport,0.0024278456988629845
Panama,C6_Stay at home requirements,0.0006821697858872591
Panama,H7_Vaccination policy,2.1921167663664733e-05
Panama,E2_Debt/contract relief,4.538077028513416e-06
Panama,E3_Fiscal measures,4.221088478291122e-06
Panama,H4_Emergency investment in healthcare,4.189566405586583e-07
Panama,C1_School closing,3.3686053226497665e-12
Panama,H1_Public information campaigns,1.1050480738537726e-23
Panama,E4_International support,0.0
Panama,H5_Investment in vaccines,0.0
Panama,E1_Income support,0.0
Panama,C3_Cancel public events,0.0
Paraguay,H8_Protection of elderly people,0.5720071325321178
Paraguay,C7_Restrictions on internal movement,0.153712688934374
Paraguay,H1_Public information campaigns,0.1342085791157559
Paraguay,H2_Testing policy,0.07972554240451452
Paraguay,H7_Vaccination policy,0.02481314854174603
Paraguay,C5_Close public transport,0.012495563530957272
Paraguay,C2_Workplace closing,0.012328734011993206
Paraguay,C3_Cancel public events,0.004155491879773845
Paraguay,C8_International travel controls,0.002943260366708433
Paraguay,E2_Debt/contract relief,0.0017558655433004787
Paraguay,C4_Restrictions on gatherings,0.0012275290158368932
Paraguay,H6_Facial Coverings,0.0004625432006418571
Paraguay,C1_School closing,0.00010722517595882548
Paraguay,H4_Emergency investment in healthcare,4.403496206181379e-05
Paraguay,H5_Investment in vaccines,6.9756750574493955e-06
Paraguay,E3_Fiscal measures,4.662958693077582e-06
Paraguay,C6_Stay at home requirements,9.319218943038764e-07
Paraguay,H3_Contact tracing,9.019262915703048e-08
Paraguay,E1_Income support,3.598516964117102e-11
Paraguay,E4_International support,0.0
Peru,H7_Vaccination policy,0.5209473911869786
Peru,H3_Contact tracing,0.2679610726605813
Peru,C8_International travel controls,0.11399220459027624
Peru,H2_Testing policy,0.0776702792999185
Peru,C5_Close public transport,0.012103657945754367
Peru,C1_School closing,0.004436354711246767
Peru,C2_Workplace closing,0.001162973247671929
Peru,C7_Restrictions on internal movement,0.0007781079617166102
Peru,H6_Facial Coverings,0.0006310589953666591
Peru,C6_Stay at home requirements,0.00018820041268112416
Peru,H4_Emergency investment in healthcare,5.5273308370034326e-05
Peru,C3_Cancel public events,4.3658024926905545e-05
Peru,H8_Protection of elderly people,2.9749831760764186e-05
Peru,E3_Fiscal measures,1.7822750360136436e-08
Peru,H1_Public information campaigns,0.0
Peru,E4_International support,0.0
Peru,E2_Debt/contract relief,0.0
Peru,H5_Investment in vaccines,0.0
Peru,E1_Income support,0.0
Peru,C4_Restrictions on gatherings,0.0
Philippines,H6_Facial Coverings,0.41142076685933315
Philippines,H2_Testing policy,0.27252243644674157
Philippines,C7_Restrictions on internal movement,0.18727380906697647
Philippines,H7_Vaccination policy,0.054940913748765356
Philippines,E1_Income support,0.04911642470942102
Philippines,C4_Restrictions on gatherings,0.008462384358873181
Philippines,H8_Protection of elderly people,0.003634735275685298
Philippines,H3_Contact tracing,0.003263220925537078
Philippines,C6_Stay at home requirements,0.0031394552929201115
Philippines,E2_Debt/contract relief,0.0025458254609658994
Philippines,C1_School closing,0.0015880647389158935
Philippines,C5_Close public transport,0.0012392929669473815
Philippines,C8_International travel controls,0.0006865203783011678
Philippines,E3_Fiscal measures,0.00016055902634211998
Philippines,H5_Investment in vaccines,4.2667727825614915e-06
Philippines,C2_Workplace closing,1.3172954544885151e-06
Philippines,H4_Emergency investment in healthcare,6.673763097704232e-09
Philippines,C3_Cancel public events,2.274130076304647e-12
Philippines,E4_International support,0.0
Philippines,H1_Public information campaigns,0.0
Singapore,E1_Income support,0.8881885617089004
Singapore,E2_Debt/contract relief,0.04087929383386899
Singapore,C7_Restrictions on internal movement,0.03459245080573586
Singapore,H3_Contact tracing,0.014799273587112248
Singapore,C3_Cancel public events,0.014297269649658313
Singapore,C2_Workplace closing,0.005121802070060664
Singapore,H7_Vaccination policy,0.0009798901844828613
Singapore,C1_School closing,0.0009789404803980403
Singapore,H6_Facial Coverings,8.280431946042732e-05
Singapore,E3_Fiscal measures,6.608084393836202e-05
Singapore,C4_Restrictions on gatherings,1.1168354449087326e-05
Singapore,H2_Testing policy,2.034422409004514e-06
Singapore,C6_Stay at home requirements,4.214176847534004e-07
Singapore,H8_Protection of elderly people,8.3218407984094e-09
Singapore,C8_International travel controls,0.0
Singapore,E4_International support,0.0
Singapore,H1_Public information campaigns,0.0
Singapore,H4_Emergency investment in healthcare,0.0
Singapore,H5_Investment in vaccines,0.0
Singapore,C5_Close public transport,0.0
Sri Lanka,H2_Testing policy,0.8641719332477448
Sri Lanka,H7_Vaccination policy,0.06482347299435477
Sri Lanka,C1_School closing,0.02912568470512628
Sri Lanka,C4_Restrictions on gatherings,0.02058991563750546
Sri Lanka,C8_International travel controls,0.009921799879589402
Sri Lanka,C5_Close public transport,0.006402181530157271
Sri Lanka,C3_Cancel public events,0.0034549182495257815
Sri Lanka,H6_Facial Coverings,0.0008246362510230288
Sri Lanka,H8_Protection of elderly people,0.0005643456757318116
Sri Lanka,H5_Investment in vaccines,8.627114767196492e-05
Sri Lanka,C6_Stay at home requirements,2.461342043388986e-05
Sri Lanka,E2_Debt/contract relief,9.752762396907496e-06
Sri Lanka,H4_Emergency investment in healthcare,1.7269749315616526e-07
Sri Lanka,E4_International support,1.488738202275591e-07
Sri Lanka,E3_Fiscal measures,1.4295826480124135e-07
Sri Lanka,C2_Workplace closing,9.96237425345769e-09
Sri Lanka,H1_Public information campaigns,6.78637366730044e-12
Sri Lanka,E1_Income support,0.0
Sri Lanka,H3_Contact tracing,0.0
Sri Lanka,C7_Restrictions on internal movement,0.0
Suriname,H6_Facial Coverings,0.7524175434069261
Suriname,H7_Vaccination policy,0.14362399118862434
Suriname,C5_Close public transport,0.05678863074188802
Suriname,C1_School closing,0.02497124987064626
Suriname,C8_International travel controls,0.010224986944180206
Suriname,H8_Protection of elderly people,0.006139477482062062
Suriname,C6_Stay at home requirements,0.0018492366502883524
Suriname,E2_Debt/contract relief,0.0015836331188975616
Suriname,C4_Restrictions on gatherings,0.0012162415448124784
Suriname,C2_Workplace closing,0.0006458853812103078
Suriname,C7_Restrictions on internal movement,0.00036677611089898306
Suriname,C3_Cancel public events,0.00016901575914865654
Suriname,E1_Income support,3.3317922470459515e-06
Suriname,E3_Fiscal measures,8.169587923195221e-12
Suriname,E4_International support,0.0
Suriname,H1_Public information campaigns,0.0
Suriname,H2_Testing policy,0.0
Suriname,H3_Contact tracing,0.0
Suriname,H4_Emergency investment in healthcare,0.0
Suriname,H5_Investment in vaccines,0.0
Thailand,C4_Restrictions on gatherings,0.8319567551777585
Thailand,C1_School closing,0.07513541079202028
Thailand,H2_Testing policy,0.05325162547464688
Thailand,E1_Income support,0.023680892804046207
Thailand,C7_Restrictions on internal movement,0.008170818305412783
Thailand,C8_International travel controls,0.004077677236423235
Thailand,H8_Protection of elderly people,0.00221432176861934
Thailand,H6_Facial Coverings,0.0006497592728281637
Thailand,E2_Debt/contract relief,0.0005760558876838618
Thailand,C2_Workplace closing,0.00018975492315966355
Thailand,E3_Fiscal measures,6.041960859590152e-05
Thailand,H3_Contact tracing,2.3491516588011764e-05
Thailand,C6_Stay at home requirements,7.023582893716777e-06
Thailand,C3_Cancel public events,4.2569929680421754e-06
Thailand,C5_Close public transport,9.171988791666958e-07
Thailand,H5_Investment in vaccines,8.082777291920168e-07
Thailand,H4_Emergency investment in healthcare,1.1179747141592036e-08
Thailand,E4_International support,0.0
Thailand,H1_Public information campaigns,0.0
Thailand,H7_Vaccination policy,0.0
Uruguay,H7_Vaccination policy,0.5593368686359178
Uruguay,C8_International travel controls,0.22528352183938033
Uruguay,C4_Restrictions on gatherings,0.11882942283012737
Uruguay,E1_Income support,0.07660869037314036
Uruguay,C7_Restrictions on internal movement,0.015342884376747332
Uruguay,C1_School closing,0.00255908308510613
Uruguay,C2_Workplace closing,0.0018727878478032645
Uruguay,C6_Stay at home requirements,9.975190291503987e-05
Uruguay,E3_Fiscal measures,4.3573847069581e-05
Uruguay,H8_Protection of elderly people,1.089325596337102e-05
Uruguay,C3_Cancel public events,5.347596501723662e-06
Uruguay,H4_Emergency investment in healthcare,2.6802462014285957e-06
Uruguay,C5_Close public transport,2.0919225453578737e-06
Uruguay,H5_Investment in vaccines,1.0877554991101046e-06
Uruguay,H6_Facial Coverings,1.0276198641712018e-06
Uruguay,H2_Testing policy,1.7523802850251947e-07
Uruguay,E2_Debt/contract relief,1.1161258553703886e-07
Uruguay,H3_Contact tracing,1.0952610242024823e-11
Uruguay,H1_Public information campaigns,3.6508700806749144e-12
Uruguay,E4_International support,0.0
