entity,iso,date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,E1_Income support,E2_Debt/contract relief,E3_Fiscal measures,E4_International support,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H4_Emergency investment in healthcare,H5_Investment in vaccines,H6_Facial Coverings,H7_Vaccination policy,H8_Protection of elderly people
Brunei,BRN,2020-12-20,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-21,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-22,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-23,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-24,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-25,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-26,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-27,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-28,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-29,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-30,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2020-12-31,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-01,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-02,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-03,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-04,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-05,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-06,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-07,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-08,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-09,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-10,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-11,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-12,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-13,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-14,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-15,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-16,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-17,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-18,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-19,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-20,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-21,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-22,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-23,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-24,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-25,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-26,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-27,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-28,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-29,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-30,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-01-31,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-01,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-02,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-03,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-04,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-05,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-06,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-07,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-08,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-09,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-10,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-11,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-12,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-13,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-14,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-15,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-16,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-17,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-18,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-19,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-20,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-21,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-22,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-23,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-24,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-25,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-26,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-27,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-02-28,1.0,1.0,1.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-01,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-02,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-03,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-04,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-05,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-06,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-07,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-08,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-09,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-10,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-11,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-12,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-13,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-14,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-15,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-16,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-17,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-18,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-19,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-20,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-21,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-22,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-23,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-24,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-25,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-26,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-27,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-28,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-29,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-30,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-03-31,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-04-01,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-04-02,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,0.0,1.0
Brunei,BRN,2021-04-03,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-04,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-05,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-06,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-07,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-08,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-09,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-10,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-11,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-12,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-13,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-14,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-15,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-16,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-17,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-18,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-19,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-20,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-21,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-22,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-23,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-24,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-25,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-26,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-27,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-28,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0
Brunei,BRN,2021-04-29,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0
Brunei,BRN,2021-04-30,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0
Brunei,BRN,2021-05-01,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0
Brunei,BRN,2021-05-02,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0
Brunei,BRN,2021-05-03,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0
Brunei,BRN,2021-05-04,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0
Brunei,BRN,2021-05-05,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,2.0,1.0
Brunei,BRN,2021-05-06,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0
Brunei,BRN,2021-05-07,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0
Brunei,BRN,2021-05-08,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0
Brunei,BRN,2021-05-09,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0
Brunei,BRN,2021-05-10,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0
Brunei,BRN,2021-05-11,1.0,1.0,1.0,2.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,0.0,2.0,4.0,1.0
